train_DIV_LOSS_epoch,train_loss_epoch,train_acc_epoch,epoch,step,lr,train_DIV_LOSS_step,train_loss_step,train_acc_step,val_DIV_LOSS,val_loss,val_acc,val_ece,test_DIV_LOSS,test_loss,test_acc,test_ece
,,,8,249,0.24899999797344208,0.07834254205226898,1.0260571241378784,0.84375,,,,,,,,
,,,8,249,,,,,0.14116287231445312,0.944415271282196,0.8550000190734863,0.3479531407356262,0.20158247649669647,1.8541167974472046,0.5855631232261658,0.2804402709007263
0.1472959965467453,0.8931450247764587,0.8830645084381104,8,278,,,,,,,,,,,,
,,,9,299,0.29899999499320984,0.05164628103375435,0.7101923227310181,0.90625,,,,,,,,
,,,9,299,,,,,0.09403306245803833,0.46735912561416626,0.9399999976158142,0.240468829870224,0.2212803065776825,1.4775420427322388,0.652755618095398,0.25586971640586853
0.09974359720945358,0.6004931330680847,0.9294354915618896,9,309,,,,,,,,,,,,
0.0714220479130745,0.39880579710006714,0.961693525314331,10,340,,,,,,,,,,,,
,,,11,349,0.3490000069141388,0.07603540271520615,0.3303292691707611,0.96875,,,,,,,,
,,,11,349,,,,,0.08584942668676376,0.230187326669693,0.9850000143051147,0.16585417091846466,0.25530555844306946,1.2965203523635864,0.6676318049430847,0.22197550535202026
0.05494966357946396,0.2538338005542755,0.9848790168762207,11,371,,,,,,,,,,,,
,,,12,399,0.39899998903274536,0.0192867461591959,0.1429065763950348,1.0,,,,,,,,
,,,12,399,,,,,0.01535037998110056,0.09987933188676834,1.0,0.08686849474906921,0.20792461931705475,1.178451418876648,0.6899960041046143,0.20438127219676971
0.026036694645881653,0.15595856308937073,0.992943525314331,12,402,,,,,,,,,,,,
0.026346441358327866,0.10034360736608505,0.9989919066429138,13,433,,,,,,,,,,,,
,,,14,449,0.4490000009536743,0.00359722669236362,0.0522557757794857,1.0,,,,,,,,
,,,14,449,,,,,0.019352618604898453,0.050853606313467026,1.0,0.04662187397480011,0.2392726093530655,1.1609210968017578,0.6887979507446289,0.19371072947978973
0.020239444449543953,0.06635075807571411,0.9989919066429138,14,464,,,,,,,,,,,,
0.008073458448052406,0.047038089483976364,1.0,15,495,,,,,,,,,,,,
,,,16,499,0.49900001287460327,0.002863909350708127,0.027818530797958374,1.0,,,,,,,,
,,,16,499,,,,,0.005441708955913782,0.026917994022369385,1.0,0.026089107617735863,0.2807464599609375,1.1425141096115112,0.6919928193092346,0.1883755624294281
0.006314428057521582,0.032554443925619125,1.0,16,526,,,,,,,,,,,,
,,,17,549,0.499828040599823,0.0033626798540353775,0.02117515169084072,1.0,,,,,,,,
,,,17,549,,,,,0.004638377111405134,0.017478086054325104,1.0,0.01705024391412735,0.35883405804634094,1.1412651538848877,0.6918929815292358,0.1849411427974701
0.005698873661458492,0.02599354460835457,1.0,17,557,,,,,,,,,,,,
0.0043272594921290874,0.021280677989125252,1.0,18,588,,,,,,,,,,,,
,,,19,599,0.49929824471473694,0.0058966465294361115,0.021211333572864532,1.0,,,,,,,,
,,,19,599,,,,,0.0035525080747902393,0.013033091090619564,1.0,0.012768545188009739,0.3979569971561432,1.1393022537231445,0.6962859630584717,0.18519702553749084
0.0040713120251894,0.01820237748324871,1.0,19,619,,,,,,,,,,,,
,,,20,649,0.4984113574028015,0.0018175727454945445,0.015771780163049698,1.0,,,,,,,,
,,,20,649,,,,,0.0025239994283765554,0.010406531393527985,1.0,0.010228428989648819,0.4210050404071808,1.1501976251602173,0.69319087266922,0.18606148660182953
0.0035096132196485996,0.0159369558095932,1.0,20,650,,,,,,,,,,,,
0.003339081071317196,0.014364548027515411,1.0,21,681,,,,,,,,,,,,
,,,22,699,0.497168630361557,0.003215920180082321,0.013724085874855518,1.0,,,,,,,,
,,,22,699,,,,,0.0023141480050981045,0.00885861273854971,1.0,0.008710289373993874,0.4608434736728668,1.1520397663116455,0.6940894722938538,0.18717743456363678
0.002989131724461913,0.012924735434353352,1.0,22,712,,,,,,,,,,,,
0.0024971177335828543,0.01160117331892252,1.0,23,743,,,,,,,,,,,,
,,,24,749,0.4955718219280243,0.002592942677438259,0.009354352951049805,1.0,,,,,,,,
,,,24,749,,,,,0.0016487346729263663,0.007502274122089148,1.0,0.007397660985589027,0.4660267233848572,1.152226209640503,0.695786714553833,0.18324220180511475
0.002179627073928714,0.010805835016071796,1.0,24,774,,,,,,,,,,,,
,,,25,799,0.4936232268810272,0.004224065691232681,0.011407960206270218,1.0,,,,,,,,
,,,25,799,,,,,0.0015123235061764717,0.006575935985893011,1.0,0.00648576021194458,0.49591678380966187,1.152493953704834,0.6964856386184692,0.18568173050880432
0.00210973946377635,0.009799260646104813,1.0,25,805,,,,,,,,,,,,
0.0019287291215732694,0.009166033007204533,1.0,26,836,,,,,,,,,,,,
,,,27,849,0.49132564663887024,0.0013848543167114258,0.009199048392474651,1.0,,,,,,,,
,,,27,849,,,,,0.0013189954916015267,0.005823198705911636,1.0,0.005747249349951744,0.5149750113487244,1.1635786294937134,0.6938897967338562,0.18653765320777893
0.0020485634449869394,0.008631421253085136,1.0,27,867,,,,,,,,,,,,
0.0018251418368890882,0.008081607520580292,1.0,28,898,,,,,,,,,,,,
,,,29,899,0.4886823892593384,0.002943403087556362,0.007862601429224014,1.0,,,,,,,,
,,,29,899,,,,,0.0010682860156521201,0.0052530718967318535,1.0,0.005191392730921507,0.5265498757362366,1.168673038482666,0.6942891478538513,0.18703024089336395
0.0016445493092760444,0.007548511028289795,1.0,29,929,,,,,,,,,,,,
,,,30,949,0.4856972098350525,0.0013676539529114962,0.006095650140196085,1.0,,,,,,,,
,,,30,949,,,,,0.0010718025732785463,0.004761600401252508,1.0,0.0047032712027430534,0.5427761077880859,1.1712778806686401,0.6936901211738586,0.1866789609193802
0.0015070391818881035,0.007127757184207439,1.0,30,960,,,,,,,,,,,,
0.001308037550188601,0.006780656520277262,1.0,31,991,,,,,,,,,,,,
,,,32,999,0.4823743999004364,0.0018252262379974127,0.006753492169082165,1.0,,,,,,,,
,,,32,999,,,,,0.0010382153559476137,0.00435763830319047,1.0,0.004303507972508669,0.563977837562561,1.168030023574829,0.6961861252784729,0.18817514181137085
0.0015220086788758636,0.006476668640971184,1.0,32,1022,,,,,,,,,,,,
,,,33,1049,0.47871869802474976,0.001455739256925881,0.005664890632033348,1.0,,,,,,,,
,,,33,1049,,,,,0.0008690146496519446,0.003967739641666412,1.0,0.0039226580411195755,0.5705927014350891,1.1753933429718018,0.6944888234138489,0.1867639273405075
0.001424593385308981,0.006116125732660294,1.0,33,1053,,,,,,,,,,,,
0.001229632063768804,0.005849259439855814,1.0,34,1084,,,,,,,,,,,,
,,,35,1099,0.4747353792190552,0.0007763232570141554,0.006530639715492725,1.0,,,,,,,,
,,,35,1099,,,,,0.0009272571769542992,0.003703830763697624,1.0,0.00365774636156857,0.5816558599472046,1.1753183603286743,0.6947883367538452,0.18641389906406403
0.0011562287108972669,0.00562793854624033,1.0,35,1115,,,,,,,,,,,,
0.0011101902928203344,0.005363467149436474,1.0,36,1146,,,,,,,,,,,,
,,,37,1149,0.4704301059246063,0.0010737618431448936,0.005373701918870211,1.0,,,,,,,,
,,,37,1149,,,,,0.0007701691938564181,0.0034379682037979364,1.0,0.0033994053956121206,0.5967743396759033,1.1785469055175781,0.6953873634338379,0.19195935130119324
0.0011766771785914898,0.005151542369276285,1.0,37,1177,,,,,,,,,,,,
,,,38,1199,0.4658091068267822,0.002138662151992321,0.004739020485430956,1.0,,,,,,,,
,,,38,1199,,,,,0.0007103425450623035,0.0032240059226751328,1.0,0.0031887865625321865,0.5979558229446411,1.1821489334106445,0.694888174533844,0.19049948453903198
0.0011037513613700867,0.0050072758458554745,1.0,38,1208,,,,,,,,,,,,
0.0009947826620191336,0.004834187217056751,1.0,39,1239,,,,,,,,,,,,
,,,40,1249,0.4608789384365082,0.0009520897292532027,0.004750083666294813,1.0,,,,,,,,
,,,40,1249,,,,,0.0007596720242872834,0.003023451892659068,1.0,0.0029872513841837645,0.62087082862854,1.183862328529358,0.6963858008384705,0.1914473921060562
0.0009628109983168542,0.004594119731336832,1.0,40,1270,,,,,,,,,,,,
,,,41,1299,0.45564666390419006,0.000972587033174932,0.004920683801174164,1.0,,,,,,,,
,,,41,1299,,,,,0.0005954002845101058,0.002852447098121047,1.0,0.0028233861085027456,0.6206890344619751,1.1891348361968994,0.694888174533844,0.1901748776435852
0.0009227630798704922,0.0044564600102603436,1.0,41,1301,,,,,,,,,,,,
0.0008598534623160958,0.004319881554692984,1.0,42,1332,,,,,,,,,,,,
,,,43,1349,0.45011985301971436,0.0009799526305869222,0.00459986412897706,1.0,,,,,,,,
,,,43,1349,,,,,0.0006371272611431777,0.0027079242281615734,1.0,0.00267776963301003,0.6307591199874878,1.1909657716751099,0.6944888234138489,0.19026882946491241
0.0008391462033614516,0.004211949184536934,1.0,43,1363,,,,,,,,,,,,
0.0008872419712133706,0.004101344384253025,1.0,44,1394,,,,,,,,,,,,
,,,45,1399,0.444306343793869,0.0006072380929253995,0.003860756289213896,1.0,,,,,,,,
,,,45,1399,,,,,0.0006267825374379754,0.0025737257674336433,1.0,0.002544450806453824,0.6437779068946838,1.190189242362976,0.6951876878738403,0.1888788938522339
0.0007523014210164547,0.003922674804925919,1.0,45,1425,,,,,,,,,,,,
,,,46,1449,0.4382144808769226,0.0005531286587938666,0.0038154073990881443,1.0,,,,,,,,
,,,46,1449,,,,,0.0005430257879197598,0.002444487763568759,1.0,0.0024189685937017202,0.6500995755195618,1.1948238611221313,0.6943889856338501,0.1894111931324005
0.0007614695932716131,0.0038301050662994385,1.0,46,1456,,,,,,,,,,,,
0.0006573994760401547,0.0037428562063723803,1.0,47,1487,,,,,,,,,,,,
,,,48,1499,0.4318530261516571,0.0007463186047971249,0.0035747371148318052,1.0,,,,,,,,
,,,48,1499,,,,,0.0005278605385683477,0.0023382229264825583,1.0,0.0023136066738516092,0.6588689684867859,1.197631597518921,0.6949880123138428,0.19175852835178375
0.0007075315807014704,0.00364185799844563,1.0,48,1518,,,,,,,,,,,,
,,,49,1549,0.42523106932640076,0.0006536517757922411,0.003485299414023757,1.0,,,,,,,,
,,,49,1549,,,,,0.0005324578960426152,0.0022417264990508556,1.0,0.002217264147475362,0.6683986186981201,1.2012089490890503,0.6936901211738586,0.19088971614837646
0.0007303926977328956,0.003564345184713602,1.0,49,1549,,,,,,,,,,,,
0.000738129485398531,0.0034495918080210686,1.0,50,1580,,,,,,,,,,,,
,,,51,1599,0.41835808753967285,0.0005000414093956351,0.0038043088279664516,1.0,,,,,,,,
,,,51,1599,,,,,0.00050032400758937,0.002153645269572735,1.0,0.002130730077624321,0.6770731210708618,1.2019739151000977,0.6940894722938538,0.19127309322357178
0.0006762336124666035,0.0033751248847693205,1.0,51,1611,,,,,,,,,,,,
0.0007236384553834796,0.0033261007629334927,1.0,52,1642,,,,,,,,,,,,
,,,53,1649,0.4112439453601837,0.0008012796752154827,0.003037448273971677,1.0,,,,,,,,
,,,53,1649,,,,,0.0004934282042086124,0.002063220366835594,1.0,0.002040858380496502,0.6824563145637512,1.2031911611557007,0.6954872012138367,0.19147740304470062
0.000740169663913548,0.003248944180086255,1.0,53,1673,,,,,,,,,,,,
,,,54,1699,0.40389880537986755,0.0011386317200958729,0.003379933536052704,1.0,,,,,,,,
,,,54,1699,,,,,0.0005031528999097645,0.001992672448977828,1.0,0.0019700550474226475,0.6913577914237976,1.2059483528137207,0.6950878500938416,0.19156207144260406
0.0006663708481937647,0.003151837270706892,1.0,54,1704,,,,,,,,,,,,
0.0006388272158801556,0.0030992133542895317,1.0,55,1735,,,,,,,,,,,,
,,,56,1749,0.3963332176208496,8.961865387391299e-05,0.0028883740305900574,1.0,,,,,,,,
,,,56,1749,,,,,0.0004505953111220151,0.0019232162740081549,1.0,0.0019029092509299517,0.6965258121490479,1.2064671516418457,0.6953873634338379,0.19356800615787506
0.0006044438923709095,0.003012386616319418,1.0,56,1766,,,,,,,,,,,,
0.0006127559463493526,0.00295802834443748,1.0,57,1797,,,,,,,,,,,,
,,,58,1799,0.3885580003261566,0.0006284897681325674,0.0030264409724622965,1.0,,,,,,,,
,,,58,1799,,,,,0.000477265304652974,0.0018607787787914276,1.0,0.0018395829247310758,0.697930097579956,1.2088673114776611,0.6943889856338501,0.19237011671066284
0.0005504118162207305,0.0029162424616515636,1.0,58,1828,,,,,,,,,,,,
,,,59,1849,0.3805842995643616,0.0006339970277622342,0.003360329195857048,1.0,,,,,,,,
,,,59,1849,,,,,0.00042585007031448185,0.001803664374165237,1.0,0.001784634543582797,0.7059019207954407,1.2108790874481201,0.6945886611938477,0.19227389991283417
0.0005916210939176381,0.0028523760847747326,1.0,59,1859,,,,,,,,,,,,
0.0005993145750835538,0.0027919819112867117,1.0,60,1890,,,,,,,,,,,,
,,,61,1899,0.37242352962493896,0.0006726757274009287,0.002505082869902253,1.0,,,,,,,,
,,,61,1899,,,,,0.0003342752461321652,0.0017430090811103582,1.0,0.0017277575097978115,0.7063241004943848,1.2137116193771362,0.6937899589538574,0.1931333988904953
0.000553007994312793,0.0027786169666796923,1.0,61,1921,,,,,,,,,,,,
,,,62,1949,0.36408740282058716,0.0005924952565692365,0.0025400235317647457,1.0,,,,,,,,
,,,62,1949,,,,,0.00038983375998213887,0.0016938981134444475,1.0,0.001676530810073018,0.7105016708374023,1.2125840187072754,0.6942891478538513,0.19134363532066345
0.0005692042759619653,0.0027319681830704212,1.0,62,1952,,,,,,,,,,,,
0.000584387278649956,0.0027008294127881527,1.0,63,1983,,,,,,,,,,,,
,,,64,1999,0.3555878698825836,0.0005734320729970932,0.002649917034432292,1.0,,,,,,,,
,,,64,1999,,,,,0.0004103411629330367,0.0016505164094269276,1.0,0.0016324638854712248,0.7209638357162476,1.2157583236694336,0.6932907104492188,0.19197025895118713
0.0005103515577502549,0.0026115565560758114,1.0,64,2014,,,,,,,,,,,,
0.0005136146792210639,0.002602448221296072,1.0,65,2045,,,,,,,,,,,,
,,,66,2049,0.34693706035614014,0.0008566526812501252,0.002471831627190113,1.0,,,,,,,,
,,,66,2049,,,,,0.0003498235309962183,0.0016051515704020858,1.0,0.001589546212926507,0.723385214805603,1.2162909507751465,0.6940894722938538,0.19017338752746582
0.0005239026504568756,0.002563530346378684,1.0,66,2076,,,,,,,,,,,,
,,,67,2099,0.33814737200737,-1.7418466086382978e-05,0.0023807482793927193,1.0,,,,,,,,
,,,67,2099,,,,,0.00036943942541256547,0.001567889703437686,1.0,0.0015515971463173628,0.7308228015899658,1.217646837234497,0.6944888234138489,0.19180384278297424
0.0005552737275138497,0.0025304185692220926,1.0,67,2107,,,,,,,,,,,,
0.00047864229418337345,0.0024877372197806835,1.0,68,2138,,,,,,,,,,,,
,,,69,2149,0.3292314410209656,0.0005688644014298916,0.002518989145755768,1.0,,,,,,,,
,,,69,2149,,,,,0.0003502153849694878,0.0015290904557332397,1.0,0.0015136480797082186,0.7318128347396851,1.2210109233856201,0.6932907104492188,0.1918918937444687
0.0005347615224309266,0.002462581032887101,1.0,69,2169,,,,,,,,,,,,
,,,70,2199,0.3202019929885864,0.00047191596240736544,0.002597623970359564,1.0,,,,,,,,
,,,70,2199,,,,,0.00032966898288577795,0.0014933602651581168,1.0,0.0014787745894864202,0.7382974624633789,1.2213072776794434,0.6935902833938599,0.19139137864112854
0.00043567243847064674,0.0024152961559593678,1.0,70,2200,,,,,,,,,,,,
0.0005105151794850826,0.0023792292922735214,1.0,71,2231,,,,,,,,,,,,
,,,72,2249,0.3110719919204712,0.0004779547452926636,0.002564467256888747,1.0,,,,,,,,
,,,72,2249,,,,,0.0003317480441182852,0.0014621776062995195,1.0,0.0014475465286523104,0.7432987689971924,1.2217398881912231,0.6944888234138489,0.19166576862335205
0.0004381258331704885,0.0023788062389940023,1.0,72,2262,,,,,,,,,,,,
0.0004522026574704796,0.0023335248697549105,1.0,73,2293,,,,,,,,,,,,
,,,74,2299,0.3018544912338257,0.0005273058777675033,0.0018789920723065734,1.0,,,,,,,,
,,,74,2299,,,,,0.0003816213575191796,0.0014385106042027473,1.0,0.0014220142038539052,0.7498857378959656,1.2229636907577515,0.6937899589538574,0.19280536472797394
0.0005300708580762148,0.0022800008300691843,1.0,74,2324,,,,,,,,,,,,
,,,75,2349,0.29256272315979004,0.0006881029112264514,0.002262883586809039,1.0,,,,,,,,
,,,75,2349,,,,,0.00031867355573922396,0.0014050747267901897,1.0,0.001391103258356452,0.7468744516372681,1.2246257066726685,0.6937899589538574,0.19151724874973297
0.00041028985287994146,0.002264984417706728,1.0,75,2355,,,,,,,,,,,,
0.0005000259261578321,0.0022485966328531504,1.0,76,2386,,,,,,,,,,,,
,,,77,2399,0.28321000933647156,0.0004430913249962032,0.0019262024434283376,1.0,,,,,,,,
,,,77,2399,,,,,0.00035206429311074317,0.0013782711466774344,1.0,0.0013630581088364124,0.7511863112449646,1.2260969877243042,0.6932907104492188,0.19265536963939667
0.0004462445212993771,0.0022220993414521217,1.0,77,2417,,,,,,,,,,,,
0.00041257511475123465,0.002204003045335412,1.0,78,2448,,,,,,,,,,,,
,,,79,2449,0.27380967140197754,0.0005201642634347081,0.002320721745491028,1.0,,,,,,,,
,,,79,2449,,,,,0.0003308574086986482,0.0013539348728954792,1.0,0.0013395571149885654,0.754766583442688,1.228270173072815,0.6928913593292236,0.192582368850708
0.00041765652713365853,0.002176128327846527,1.0,79,2479,,,,,,,,,,,,
,,,80,2499,0.2643752694129944,0.000600824598222971,0.002209868747740984,1.0,,,,,,,,
,,,80,2499,,,,,0.00029052497120574117,0.0013330518268048763,1.0,0.0013203120324760675,0.7559903860092163,1.2285679578781128,0.69319087266922,0.19088633358478546
0.00035881283110938966,0.0021454631350934505,1.0,80,2510,,,,,,,,,,,,
0.00042561095324344933,0.0021426312159746885,1.0,81,2541,,,,,,,,,,,,
,,,82,2549,0.25492024421691895,0.0003408498887438327,0.002049846574664116,1.0,,,,,,,,
,,,82,2549,,,,,0.0003455974510870874,0.0013155558845028281,1.0,0.0013006163062527776,0.7560114860534668,1.2277400493621826,0.6935902833938599,0.19277524948120117
0.0003981326299253851,0.0021187267266213894,1.0,82,2572,,,,,,,,,,,,
,,,83,2599,0.24545818567276,0.0002756920293904841,0.0019527062540873885,1.0,,,,,,,,
,,,83,2599,,,,,0.000278701598290354,0.0012923177564516664,1.0,0.0012801742414012551,0.7600430250167847,1.2299386262893677,0.6936901211738586,0.19280344247817993
0.0003799554833676666,0.0020992462523281574,1.0,83,2603,,,,,,,,,,,,
0.00036072387592867017,0.002064088825136423,1.0,84,2634,,,,,,,,,,,,
,,,85,2649,0.23600263893604279,0.000234692677622661,0.0019209298770874739,1.0,,,,,,,,
,,,85,2649,,,,,0.0002863931003957987,0.001274255570024252,1.0,0.001261832658201456,0.7636427879333496,1.2299931049346924,0.6940894722938538,0.19177386164665222
0.00044201582204550505,0.0020599057897925377,1.0,85,2665,,,,,,,,,,,,
0.0003602698561735451,0.002044335473328829,1.0,86,2696,,,,,,,,,,,,
,,,87,2699,0.2265671342611313,0.0007314335671253502,0.0022959215566515923,1.0,,,,,,,,
,,,87,2699,,,,,0.0003090222307946533,0.001257813535630703,1.0,0.0012444567400962114,0.7648367285728455,1.230881929397583,0.6934903860092163,0.19168387353420258
0.0003811854403465986,0.0020307928789407015,1.0,87,2727,,,,,,,,,,,,
,,,88,2749,0.21716518700122833,0.000494248466566205,0.0019105863757431507,1.0,,,,,,,,
,,,88,2749,,,,,0.00028837204445153475,0.0012386726448312402,1.0,0.0012262201635167003,0.766755998134613,1.2307602167129517,0.6937899589538574,0.19330459833145142
0.0003662009839899838,0.0020051980391144753,1.0,88,2758,,,,,,,,,,,,
0.0003521032340358943,0.0019902659114450216,1.0,89,2789,,,,,,,,,,,,
,,,90,2799,0.20781029760837555,0.0005647469079121947,0.0017105676233768463,1.0,,,,,,,,
,,,90,2799,,,,,0.00025213585468009114,0.001221462502144277,1.0,0.0012104749912396073,0.7703941464424133,1.2323402166366577,0.6938897967338562,0.1936788558959961
0.00033902956056408584,0.00196815631352365,1.0,90,2820,,,,,,,,,,,,
,,,91,2849,0.19851583242416382,0.0003595736634451896,0.0019110393477603793,1.0,,,,,,,,
,,,91,2849,,,,,0.0002847521973308176,0.0012098876759409904,1.0,0.001197600387968123,0.7732792496681213,1.2336509227752686,0.6942891478538513,0.19572190940380096
0.000341752398526296,0.0019556174520403147,1.0,91,2851,,,,,,,,,,,,
0.0003227179404348135,0.0019675297662615776,1.0,92,2882,,,,,,,,,,,,
,,,93,2899,0.18929511308670044,0.00014603984891436994,0.0018928905483335257,1.0,,,,,,,,
,,,93,2899,,,,,0.0002548205084167421,0.0011958952527493238,1.0,0.0011848140275105834,0.774476945400238,1.2332353591918945,0.6942891478538513,0.19362445175647736
0.00033516829716973007,0.0019442264456301928,1.0,93,2913,,,,,,,,,,,,
0.00034715619403868914,0.0019322976004332304,1.0,94,2944,,,,,,,,,,,,
,,,95,2949,0.18016135692596436,0.0004226559540256858,0.0019819140434265137,1.0,,,,,,,,
,,,95,2949,,,,,0.00025943503715097904,0.0011849026195704937,1.0,0.0011736727319657803,0.775847852230072,1.2349337339401245,0.6940894722938538,0.19324880838394165
0.0003315423964522779,0.0019269129261374474,1.0,95,2975,,,,,,,,,,,,
,,,96,2999,0.17112764716148376,7.462711073458195e-05,0.002048215828835964,1.0,,,,,,,,
,,,96,2999,,,,,0.0002496554225217551,0.0011740343179553747,1.0,0.0011631775414571166,0.7769165635108948,1.235182523727417,0.6937899589538574,0.19332574307918549
0.0003404520684853196,0.0018991675460711122,1.0,96,3006,,,,,,,,,,,,
0.00033748685382306576,0.0018909971695393324,1.0,97,3037,,,,,,,,,,,,
,,,98,3049,0.16220691800117493,0.00037830680957995355,0.001863315817900002,1.0,,,,,,,,
,,,98,3049,,,,,0.00024838949320837855,0.001163134234957397,1.0,0.0011523914290592074,0.7781968712806702,1.235697627067566,0.6933905482292175,0.19354034960269928
0.00034716507070697844,0.0019010516116395593,1.0,98,3068,,,,,,,,,,,,
,,,99,3099,0.15341195464134216,0.00062888755928725,0.0016852044500410557,1.0,,,,,,,,
,,,99,3099,,,,,0.0002368226705584675,0.0011524056317284703,1.0,0.0011421323288232088,0.7782829403877258,1.235289216041565,0.6937899589538574,0.19340328872203827
0.0003431446966715157,0.001877344329841435,1.0,99,3099,,,,,,,,,,,,
0.0002855934726539999,0.0018743646796792746,1.0,100,3130,,,,,,,,,,,,
,,,101,3149,0.14475534856319427,0.00034941191552206874,0.0017005171393975616,1.0,,,,,,,,
,,,101,3149,,,,,0.00019712334324140102,0.0011421209201216698,1.0,0.0011334395967423916,0.7821105718612671,1.236447811126709,0.6934903860092163,0.19411338865756989
0.0003661002265289426,0.0018536304123699665,1.0,101,3161,,,,,,,,,,,,
0.00028615444898605347,0.0018431039061397314,1.0,102,3192,,,,,,,,,,,,
,,,103,3199,0.13624951243400574,-3.0278773920144886e-05,0.0018948819488286972,1.0,,,,,,,,
,,,103,3199,,,,,0.00019793376850429922,0.0011329487897455692,1.0,0.001124262809753418,0.7812020778656006,1.2370572090148926,0.6935902833938599,0.1952604055404663
0.00027862697606906295,0.0018347715958952904,1.0,103,3223,,,,,,,,,,,,
,,,104,3249,0.12790662050247192,0.0004364773631095886,0.00174129125662148,1.0,,,,,,,,
,,,104,3249,,,,,0.00025396820274181664,0.001127347582951188,1.0,0.0011164593743160367,0.7852768301963806,1.237230896949768,0.6936901211738586,0.19447368383407593
0.00031030960963107646,0.0018265820108354092,1.0,104,3254,,,,,,,,,,,,
0.0003011991793755442,0.001816860749386251,1.0,105,3285,,,,,,,,,,,,
,,,106,3299,0.1197386160492897,0.0007049422711133957,0.0019783186726272106,1.0,,,,,,,,
,,,106,3299,,,,,0.00022785470355302095,0.0011186078190803528,1.0,0.001108732190914452,0.78523188829422,1.2378755807876587,0.6932907104492188,0.19468577206134796
0.00034029936068691313,0.0018265132093802094,1.0,106,3316,,,,,,,,,,,,
0.000282239489024505,0.0018034817185252905,1.0,107,3347,,,,,,,,,,,,
,,,108,3349,0.11175721883773804,4.50824445579201e-05,0.0015083455946296453,1.0,,,,,,,,
,,,108,3349,,,,,0.0002481846313457936,0.0011132197687402368,1.0,0.0011025047861039639,0.7873741984367371,1.2385294437408447,0.69319087266922,0.19395488500595093
0.0003130659752059728,0.0018172840354964137,1.0,108,3378,,,,,,,,,,,,
,,,109,3399,0.10397385060787201,0.0006023313035257161,0.00172055431175977,1.0,,,,,,,,
,,,109,3399,,,,,0.0002529177872929722,0.0011068491730839014,1.0,0.0010960031067952514,0.7878302931785583,1.2385696172714233,0.6930910348892212,0.19458813965320587
0.000327249028487131,0.0017888471484184265,1.0,109,3409,,,,,,,,,,,,
0.00032465445110574365,0.0017915418138727546,1.0,110,3440,,,,,,,,,,,,
,,,111,3449,0.09639966487884521,0.00030113058164715767,0.0018874704837799072,1.0,,,,,,,,
,,,111,3449,,,,,0.00023405444517266005,0.001099505927413702,1.0,0.0010893940925598145,0.7878924608230591,1.2389980554580688,0.6927915215492249,0.19514544308185577
0.0002933275536634028,0.0017863906687125564,1.0,111,3471,,,,,,,,,,,,
,,,112,3499,0.08904550969600677,0.00038671301444992423,0.002003333531320095,1.0,,,,,,,,
,,,112,3499,,,,,0.000209996520425193,0.0010927018010988832,1.0,0.0010835480643436313,0.7882443070411682,1.2393778562545776,0.6930910348892212,0.1955377757549286
0.000323957676300779,0.001788425026461482,1.0,112,3502,,,,,,,,,,,,
0.0003251688613090664,0.001775930286385119,1.0,113,3533,,,,,,,,,,,,
,,,114,3549,0.08192192018032074,0.0002061041013803333,0.0020247495267540216,1.0,,,,,,,,
,,,114,3549,,,,,0.00020545140432659537,0.0010874435538426042,1.0,0.001078538945876062,0.7893977165222168,1.2393320798873901,0.69319087266922,0.1950378715991974
0.0003330082690808922,0.0017895882483571768,1.0,114,3564,,,,,,,,,,,,
