train_DIV_LOSS_epoch,train_loss_epoch,train_acc_epoch,epoch,step,lr,train_DIV_LOSS_step,train_loss_step,train_acc_step,val_DIV_LOSS,val_loss,val_acc,val_ece,test_DIV_LOSS,test_loss,test_acc,test_ece
,,,27,849,0.24566282331943512,8.346761703491211,0.025705847889184952,1.0,,,,,,,,
,,,27,849,,,,,8.597434997558594,0.017039909958839417,1.0,0.01682039350271225,10.424962043762207,1.1728417873382568,0.6834065318107605,0.18954788148403168
8.424310684204102,0.024068355560302734,1.0,27,867,,,,,,,,,,,,
8.324071884155273,0.02192368358373642,1.0,28,898,,,,,,,,,,,,
,,,29,899,0.2443411946296692,9.036579132080078,0.01934107206761837,1.0,,,,,,,,
,,,29,899,,,,,8.53854751586914,0.014774112962186337,1.0,0.014612499624490738,10.422112464904785,1.1739375591278076,0.6829073429107666,0.19176426529884338
8.287705421447754,0.02020881511271,1.0,29,929,,,,,,,,,,,,
,,,30,949,0.24284860491752625,9.101813316345215,0.026364360004663467,1.0,,,,,,,,
,,,30,949,,,,,8.477315902709961,0.013011693954467773,1.0,0.012887763790786266,nan,1.174180269241333,0.6828075051307678,0.19050124287605286
8.324115753173828,0.0191335529088974,1.0,30,960,,,,,,,,,,,,
8.246074676513672,0.017941635102033615,1.0,31,991,,,,,,,,,,,,
,,,32,999,0.2411871999502182,9.233871459960938,0.017716357484459877,1.0,,,,,,,,
,,,32,999,,,,,8.37045955657959,0.011780244298279285,1.0,0.011679883114993572,nan,1.1817437410354614,0.6808106899261475,0.19158011674880981
8.186990737915039,0.016628893092274666,1.0,32,1022,,,,,,,,,,,,
,,,33,1049,0.23935934901237488,7.979381084442139,0.01861809566617012,1.0,,,,,,,,
,,,33,1049,,,,,8.333975791931152,0.010645005851984024,1.0,0.010564875788986683,nan,1.1790558099746704,0.6828075051307678,0.19253228604793549
8.151284217834473,0.015863625332713127,1.0,33,1053,,,,,,,,,,,,
8.062297821044922,0.014901695773005486,1.0,34,1084,,,,,,,,,,,,
,,,35,1099,0.2373676896095276,7.274213790893555,0.013218896463513374,1.0,,,,,,,,
,,,35,1099,,,,,8.242324829101562,0.009642701596021652,1.0,0.009577245451509953,nan,1.1818764209747314,0.6816094517707825,0.19126617908477783
8.012618064880371,0.01417461782693863,1.0,35,1115,,,,,,,,,,,,
7.998044967651367,0.013450962491333485,1.0,36,1146,,,,,,,,,,,,
,,,37,1149,0.23521505296230316,7.225162506103516,0.01548093557357788,1.0,,,,,,,,
,,,37,1149,,,,,8.18889045715332,0.008868681266903877,1.0,0.008813769556581974,nan,1.1832342147827148,0.6825079917907715,0.19070103764533997
7.953371524810791,0.01293487474322319,1.0,37,1177,,,,,,,,,,,,
,,,38,1199,0.2329045534133911,6.96670389175415,0.011507459916174412,1.0,,,,,,,,
,,,38,1199,,,,,8.124927520751953,0.008268131874501705,1.0,0.008220710791647434,nan,1.1873224973678589,0.6811102032661438,0.19278563559055328
7.94398307800293,0.01225410308688879,1.0,38,1208,,,,,,,,,,,,
7.9107866287231445,0.011725956574082375,1.0,39,1239,,,,,,,,,,,,
,,,40,1249,0.2304394692182541,7.571566581726074,0.010430516675114632,1.0,,,,,,,,
,,,40,1249,,,,,8.09826946258545,0.007656456436961889,1.0,0.007616240996867418,nan,1.193479061126709,0.6802116632461548,0.19279877841472626
7.889958381652832,0.011310978792607784,1.0,40,1270,,,,,,,,,,,,
,,,41,1299,0.22782333195209503,8.348010063171387,0.010636802762746811,1.0,,,,,,,,
,,,41,1299,,,,,8.043927192687988,0.0072095515206456184,1.0,0.007173607125878334,10.371134757995605,1.1899406909942627,0.6808106899261475,0.1911700814962387
7.799749851226807,0.01089654490351677,1.0,41,1301,,,,,,,,,,,,
7.837556838989258,0.010507888160645962,1.0,42,1332,,,,,,,,,,,,
,,,43,1349,0.22505992650985718,6.92482852935791,0.009388655424118042,1.0,,,,,,,,
,,,43,1349,,,,,8.014768600463867,0.006709045264869928,1.0,0.006678545381873846,nan,1.1918294429779053,0.6809105277061462,0.19150406122207642
7.796970367431641,0.01006873045116663,1.0,43,1363,,,,,,,,,,,,
7.752490043640137,0.009736931882798672,1.0,44,1394,,,,,,,,,,,,
,,,45,1399,0.2221531718969345,7.860896110534668,0.00927997287362814,1.0,,,,,,,,
,,,45,1399,,,,,7.969358444213867,0.006367826368659735,1.0,0.006340541876852512,nan,1.1943305730819702,0.6807108521461487,0.19224806129932404
7.787668704986572,0.009431960061192513,1.0,45,1425,,,,,,,,,,,,
,,,46,1449,0.2191072404384613,8.071032524108887,0.009358684532344341,1.0,,,,,,,,
,,,46,1449,,,,,7.894711971282959,0.00607310002669692,1.0,0.00604808796197176,nan,1.1987699270248413,0.6799121499061584,0.1917141228914261
7.707371711730957,0.009164435788989067,1.0,46,1456,,,,,,,,,,,,
7.690077781677246,0.008846732787787914,1.0,47,1487,,,,,,,,,,,,
,,,48,1499,0.21592651307582855,8.364187240600586,0.008019586093723774,1.0,,,,,,,,
,,,48,1499,,,,,7.898016452789307,0.0057334862649440765,1.0,0.005711405072361231,nan,1.1982041597366333,0.6803115010261536,0.19071654975414276
7.640426158905029,0.008621909655630589,1.0,48,1518,,,,,,,,,,,,
,,,49,1549,0.21261553466320038,7.919398307800293,0.006272739730775356,1.0,,,,,,,,
,,,49,1549,,,,,7.867619514465332,0.00545746274292469,1.0,0.005437464918941259,nan,1.2002766132354736,0.6797124743461609,0.19307270646095276
7.61655330657959,0.008279870264232159,1.0,49,1549,,,,,,,,,,,,
7.539949417114258,0.008152449503540993,1.0,50,1580,,,,,,,,,,,,
,,,51,1599,0.20917904376983643,6.60414981842041,0.0073012663051486015,1.0,,,,,,,,
,,,51,1599,,,,,7.8340959548950195,0.0052306377328932285,1.0,0.005212368909269571,nan,1.200901746749878,0.6800119876861572,0.19328975677490234
7.605837345123291,0.007859856821596622,1.0,51,1611,,,,,,,,,,,,
7.644501686096191,0.007749949116259813,1.0,52,1642,,,,,,,,,,,,
,,,53,1649,0.20562197268009186,7.568857669830322,0.007253105752170086,1.0,,,,,,,,
,,,53,1649,,,,,7.81892204284668,0.004984819795936346,1.0,0.004968421533703804,nan,1.2033051252365112,0.6804113388061523,0.19191159307956696
7.614945411682129,0.007530309725552797,1.0,53,1673,,,,,,,,,,,,
,,,54,1699,0.20194940268993378,7.762172698974609,0.00790652260184288,1.0,,,,,,,,
,,,54,1699,,,,,7.774597644805908,0.004768938757479191,1.0,0.0047540427185595036,nan,1.2041951417922974,0.681010365486145,0.1933683604001999
7.532830238342285,0.00732732517644763,1.0,54,1704,,,,,,,,,,,,
7.529112815856934,0.007183763198554516,1.0,55,1735,,,,,,,,,,,,
,,,56,1749,0.1981666088104248,7.339691162109375,0.007442017551511526,1.0,,,,,,,,
,,,56,1749,,,,,7.7419538497924805,0.004613794852048159,1.0,0.004599802661687136,nan,1.2048535346984863,0.6812100410461426,0.19431942701339722
7.530653953552246,0.007002383936196566,1.0,56,1766,,,,,,,,,,,,
7.45733118057251,0.006791791878640652,1.0,57,1797,,,,,,,,,,,,
,,,58,1799,0.1942790001630783,7.190752029418945,0.008009804412722588,1.0,,,,,,,,
,,,58,1799,,,,,7.709871768951416,0.004438687115907669,1.0,0.004425744991749525,nan,1.2086763381958008,0.6806110143661499,0.19652071595191956
7.415318012237549,0.00670260563492775,1.0,58,1828,,,,,,,,,,,,
,,,59,1849,0.1902921497821808,7.458146572113037,0.006809335667639971,1.0,,,,,,,,
,,,59,1849,,,,,7.687575817108154,0.004297985229641199,1.0,0.00428583612665534,nan,1.2097992897033691,0.6808106899261475,0.19526197016239166
7.430765628814697,0.006622987799346447,1.0,59,1859,,,,,,,,,,,,
7.457888126373291,0.006500883959233761,1.0,60,1890,,,,,,,,,,,,
,,,61,1899,0.18621176481246948,7.567436695098877,0.005670657381415367,1.0,,,,,,,,
,,,61,1899,,,,,7.678109645843506,0.004149889573454857,1.0,0.0041385674849152565,nan,1.2116495370864868,0.6799121499061584,0.19457241892814636
7.409946918487549,0.006337483413517475,1.0,61,1921,,,,,,,,,,,,
,,,62,1949,0.18204370141029358,7.877032279968262,0.005596605129539967,1.0,,,,,,,,
,,,62,1949,,,,,7.668206691741943,0.004027085844427347,1.0,0.004016506485641003,nan,1.211012840270996,0.6799121499061584,0.19440580904483795
7.392326831817627,0.006200318690389395,1.0,62,1952,,,,,,,,,,,,
7.415036201477051,0.006064604967832565,1.0,63,1983,,,,,,,,,,,,
,,,64,1999,0.1777939349412918,7.408272743225098,0.006337163969874382,1.0,,,,,,,,
,,,64,1999,,,,,7.6408185958862305,0.00390573195181787,1.0,0.0038957286160439253,nan,1.2123773097991943,0.6805111765861511,0.19625040888786316
7.392407417297363,0.00594363734126091,1.0,64,2014,,,,,,,,,,,,
7.363733768463135,0.005852655041962862,1.0,65,2045,,,,,,,,,,,,
,,,66,2049,0.17346853017807007,7.1246256828308105,0.00573013024404645,1.0,,,,,,,,
,,,66,2049,,,,,7.6273908615112305,0.003782823449000716,1.0,0.003773448523133993,nan,1.2170112133026123,0.6795127987861633,0.19733232259750366
7.395166397094727,0.005763713736087084,1.0,66,2076,,,,,,,,,,,,
,,,67,2099,0.169073686003685,7.413334369659424,0.005912055727094412,1.0,,,,,,,,
,,,67,2099,,,,,7.60639762878418,0.0036904800217598677,1.0,0.003681542817503214,nan,1.2164205312728882,0.6798123121261597,0.19876539707183838
7.352381229400635,0.005662196781486273,1.0,67,2107,,,,,,,,,,,,
7.339821815490723,0.00556735135614872,1.0,68,2138,,,,,,,,,,,,
,,,69,2149,0.1646157205104828,7.1442341804504395,0.005959055386483669,1.0,,,,,,,,
,,,69,2149,,,,,7.604154586791992,0.0035922126844525337,1.0,0.00358379352837801,nan,1.218221664428711,0.6789137125015259,0.1990622878074646
7.304741859436035,0.005527670495212078,1.0,69,2169,,,,,,,,,,,,
,,,70,2199,0.1601009964942932,6.267642974853516,0.006312567740678787,1.0,,,,,,,,
,,,70,2199,,,,,7.589290618896484,0.0035083063412457705,1.0,0.0035002995282411575,nan,1.2183982133865356,0.6794129610061646,0.1974252462387085
7.264554977416992,0.005469496827572584,1.0,70,2200,,,,,,,,,,,,
7.30491828918457,0.005324548110365868,1.0,71,2231,,,,,,,,,,,,
,,,72,2249,0.1555359959602356,7.216211795806885,0.005776274483650923,1.0,,,,,,,,
,,,72,2249,,,,,7.55540657043457,0.003419601358473301,1.0,0.0034119891934096813,nan,1.2197932004928589,0.6794129610061646,0.1983833909034729
7.256145477294922,0.005294688977301121,1.0,72,2262,,,,,,,,,,,,
7.333230495452881,0.005226349923759699,1.0,73,2293,,,,,,,,,,,,
,,,74,2299,0.15092724561691284,7.19815731048584,0.00448349304497242,1.0,,,,,,,,
,,,74,2299,,,,,7.539574146270752,0.003335364395752549,1.0,0.0033281969372183084,nan,1.2187721729278564,0.6799121499061584,0.19968263804912567
7.281375408172607,0.005182721186429262,1.0,74,2324,,,,,,,,,,,,
,,,75,2349,0.14628136157989502,7.026038646697998,0.004626775626093149,1.0,,,,,,,,
,,,75,2349,,,,,7.543640613555908,0.0032710956875234842,1.0,0.0032641696743667126,nan,1.221505880355835,0.6795127987861633,0.19938382506370544
7.2851972579956055,0.005102291237562895,1.0,75,2355,,,,,,,,,,,,
7.266273021697998,0.0050327288918197155,1.0,76,2386,,,,,,,,,,,,
,,,77,2399,0.14160500466823578,7.260338306427002,0.0045271217823028564,1.0,,,,,,,,
,,,77,2399,,,,,7.523991107940674,0.003206705441698432,1.0,0.003200054168701172,nan,1.2203084230422974,0.6798123121261597,0.19842059910297394
7.271326065063477,0.00497150793671608,1.0,77,2417,,,,,,,,,,,,
7.236685276031494,0.004904423374682665,1.0,78,2448,,,,,,,,,,,,
,,,79,2449,0.13690483570098877,6.882506370544434,0.004996851086616516,1.0,,,,,,,,
,,,79,2449,,,,,7.509476184844971,0.003142546396702528,1.0,0.0031361912842839956,nan,1.2222212553024292,0.6797124743461609,0.19769972562789917
7.228265762329102,0.0048508853651583195,1.0,79,2479,,,,,,,,,,,,
,,,80,2499,0.1321876347064972,7.204333305358887,0.0057711829431355,1.0,,,,,,,,
,,,80,2499,,,,,7.489642143249512,0.0030867927707731724,1.0,0.003080685157328844,nan,1.2235498428344727,0.6797124743461609,0.19847416877746582
7.2187676429748535,0.004829309415072203,1.0,80,2510,,,,,,,,,,,,
7.182925701141357,0.004770076368004084,1.0,81,2541,,,,,,,,,,,,
,,,82,2549,0.12746012210845947,8.752922058105469,0.004460732452571392,1.0,,,,,,,,
,,,82,2549,,,,,7.480362415313721,0.0030407861340790987,1.0,0.003034799126908183,nan,1.2239644527435303,0.6794129610061646,0.19915960729122162
7.181947708129883,0.004658396355807781,1.0,82,2572,,,,,,,,,,,,
,,,83,2599,0.12272909283638,7.836711406707764,0.0038993265479803085,1.0,,,,,,,,
,,,83,2599,,,,,7.467381477355957,0.002993644680827856,1.0,0.0029878283385187387,nan,1.2248647212982178,0.6796126365661621,0.1974315494298935
7.1139445304870605,0.004639912862330675,1.0,83,2603,,,,,,,,,,,,
7.216366767883301,0.004607779439538717,1.0,84,2634,,,,,,,,,,,,
,,,85,2649,0.11800131946802139,7.41805362701416,0.004869165364652872,1.0,,,,,,,,
,,,85,2649,,,,,7.4611124992370605,0.0029436005279421806,1.0,0.002938005840405822,nan,1.225640892982483,0.6800119876861572,0.19819135963916779
7.140176773071289,0.004586513619869947,1.0,85,2665,,,,,,,,,,,,
7.2064595222473145,0.004532872699201107,1.0,86,2696,,,,,,,,,,,,
,,,87,2699,0.11328356713056564,8.123893737792969,0.004589735995978117,1.0,,,,,,,,
,,,87,2699,,,,,7.444824695587158,0.0029033967293798923,1.0,0.002897939644753933,nan,1.2274081707000732,0.6800119876861572,0.1977524310350418
7.24064302444458,0.0044775791466236115,1.0,87,2727,,,,,,,,,,,,
,,,88,2749,0.10858259350061417,6.638737201690674,0.0040649473667144775,1.0,,,,,,,,
,,,88,2749,,,,,7.440382480621338,0.002862059511244297,1.0,0.0028568196576088667,nan,1.2270468473434448,0.6802116632461548,0.197740375995636
7.2075653076171875,0.004449316766113043,1.0,88,2758,,,,,,,,,,,,
7.152624130249023,0.0044471933506429195,1.0,89,2789,,,,,,,,,,,,
,,,90,2799,0.10390514880418777,7.894777297973633,0.005220780149102211,1.0,,,,,,,,
,,,90,2799,,,,,7.429559707641602,0.002824596129357815,1.0,0.0028194307815283537,nan,1.2269188165664673,0.6800119876861572,0.1970721185207367
7.156655311584473,0.004387335851788521,1.0,90,2820,,,,,,,,,,,,
,,,91,2849,0.09925791621208191,7.25423526763916,0.004889318253844976,1.0,,,,,,,,
,,,91,2849,,,,,7.4164042472839355,0.002788812853395939,1.0,0.0027837848756462336,nan,1.2281826734542847,0.6797124743461609,0.19755704700946808
7.195064544677734,0.004354643635451794,1.0,91,2851,,,,,,,,,,,,
7.1458024978637695,0.004334799479693174,1.0,92,2882,,,,,,,,,,,,
,,,93,2899,0.09464755654335022,6.961978912353516,0.00480277556926012,1.0,,,,,,,,
,,,93,2899,,,,,7.401348114013672,0.0027610796969383955,1.0,0.0027561665046960115,nan,1.2287445068359375,0.6797124743461609,0.1964419037103653
7.201096057891846,0.004288152791559696,1.0,93,2913,,,,,,,,,,,,
7.064503192901611,0.0043144808150827885,1.0,94,2944,,,,,,,,,,,,
,,,95,2949,0.09008067846298218,6.818051815032959,0.004150553606450558,1.0,,,,,,,,
,,,95,2949,,,,,7.4036736488342285,0.002726496197283268,1.0,0.002721705473959446,nan,1.2294399738311768,0.6798123121261597,0.19770541787147522
7.146583080291748,0.00422142818570137,1.0,95,2975,,,,,,,,,,,,
,,,96,2999,0.08556382358074188,7.060455799102783,0.0041426923125982285,1.0,,,,,,,,
,,,96,2999,,,,,7.397947788238525,0.0026976242661476135,1.0,0.0026929450687021017,nan,1.2295840978622437,0.6797124743461609,0.19675959646701813
7.112740516662598,0.004208649508655071,1.0,96,3006,,,,,,,,,,,,
7.141831874847412,0.004174038767814636,1.0,97,3037,,,,,,,,,,,,
,,,98,3049,0.08110345900058746,7.097900390625,0.0050948429852724075,1.0,,,,,,,,
,,,98,3049,,,,,7.389240741729736,0.0026733488775789738,1.0,0.0026687742210924625,nan,1.2305313348770142,0.6798123121261597,0.19801065325737
7.054107666015625,0.004185275174677372,1.0,98,3068,,,,,,,,,,,,
,,,99,3099,0.07670597732067108,6.986419677734375,0.004266717471182346,1.0,,,,,,,,
,,,99,3099,,,,,7.380236625671387,0.002647162415087223,1.0,0.002642660168930888,nan,1.230350136756897,0.6798123121261597,0.19824551045894623
7.098768711090088,0.004158643074333668,1.0,99,3099,,,,,,,,,,,,
7.133659839630127,0.004136865958571434,1.0,100,3130,,,,,,,,,,,,
,,,101,3149,0.07237767428159714,6.832210540771484,0.004218631889671087,1.0,,,,,,,,
,,,101,3149,,,,,7.372531890869141,0.0026291441172361374,1.0,0.0026247333735227585,nan,1.2313350439071655,0.6803115010261536,0.1976896971464157
7.098433017730713,0.004100429359823465,1.0,101,3161,,,,,,,,,,,,
7.117771148681641,0.004054422024637461,1.0,102,3192,,,,,,,,,,,,
,,,103,3199,0.06812475621700287,7.664473533630371,0.004156786948442459,1.0,,,,,,,,
,,,103,3199,,,,,7.365007400512695,0.0026086270809173584,1.0,0.002604238921776414,nan,1.2315000295639038,0.6798123121261597,0.19824370741844177
7.087406635284424,0.004056015517562628,1.0,103,3223,,,,,,,,,,,,
,,,104,3249,0.06395331025123596,7.254646301269531,0.0034287958405911922,1.0,,,,,,,,
,,,104,3249,,,,,7.365439414978027,0.002589291427284479,1.0,0.0025849437806755304,nan,1.2319443225860596,0.6795127987861633,0.19831769168376923
7.102845668792725,0.0040445225313305855,1.0,104,3254,,,,,,,,,,,,
7.087954044342041,0.004022959619760513,1.0,105,3285,,,,,,,,,,,,
,,,106,3299,0.05986930802464485,7.19209098815918,0.003902985015884042,1.0,,,,,,,,
,,,106,3299,,,,,7.356435775756836,0.002571418648585677,1.0,0.0025671266485005617,nan,1.2326760292053223,0.6798123121261597,0.1971646249294281
7.084030628204346,0.0040087164379656315,1.0,106,3316,,,,,,,,,,,,
7.125093460083008,0.003980686422437429,1.0,107,3347,,,,,,,,,,,,
,,,108,3349,0.05587860941886902,6.7816925048828125,0.0044677965342998505,1.0,,,,,,,,
,,,108,3349,,,,,7.352673530578613,0.002554558916017413,1.0,0.002550358884036541,nan,1.2330946922302246,0.6797124743461609,0.19875718653202057
7.1107916831970215,0.0039606657810509205,1.0,108,3378,,,,,,,,,,,,
,,,109,3399,0.051986925303936005,6.605254173278809,0.004496240522712469,1.0,,,,,,,,
,,,109,3399,,,,,7.3497467041015625,0.0025384060572832823,1.0,0.0025342656299471855,nan,1.233892798423767,0.6797124743461609,0.19853541254997253
7.091994285583496,0.003962826449424028,1.0,109,3409,,,,,,,,,,,,
7.016302108764648,0.003956968430429697,1.0,110,3440,,,,,,,,,,,,
,,,111,3449,0.04819983243942261,6.063276290893555,0.004351163748651743,1.0,,,,,,,,
,,,111,3449,,,,,7.34329080581665,0.002525937743484974,1.0,0.002521817572414875,nan,1.2348058223724365,0.6795127987861633,0.19794239103794098
7.078339099884033,0.00394497299566865,1.0,111,3471,,,,,,,,,,,,
,,,112,3499,0.04452275484800339,6.702662467956543,0.00369960255920887,1.0,,,,,,,,
,,,112,3499,,,,,7.343499660491943,0.002512441948056221,1.0,0.0025083422660827637,nan,1.2340031862258911,0.6794129610061646,0.19735099375247955
7.096956253051758,0.003930800128728151,1.0,112,3502,,,,,,,,,,,,
7.036160945892334,0.0039298878982663155,1.0,113,3533,,,,,,,,,,,,
,,,114,3549,0.04096096009016037,7.188665390014648,0.003996063023805618,1.0,,,,,,,,
,,,114,3549,,,,,7.34379768371582,0.0025009142700582743,1.0,0.002496888628229499,nan,1.234040379524231,0.6796126365661621,0.19800762832164764
7.048817157745361,0.00393333425745368,1.0,114,3564,,,,,,,,,,,,
7.09036111831665,0.003877959679812193,1.0,115,3595,,,,,,,,,,,,
,,,116,3599,0.03751954808831215,6.3141584396362305,0.003611947875469923,1.0,,,,,,,,
,,,116,3599,,,,,7.338624477386475,0.0024908229243010283,1.0,0.002486827317625284,nan,1.2345643043518066,0.6797124743461609,0.19719170033931732
7.081328392028809,0.0038876289036124945,1.0,116,3626,,,,,,,,,,,,
,,,117,3649,0.03420345485210419,7.42507266998291,0.003740929299965501,1.0,,,,,,,,
,,,117,3649,,,,,7.3384904861450195,0.002480514580383897,1.0,0.0024765871930867434,nan,1.234951138496399,0.6793131232261658,0.19859662652015686
7.124155521392822,0.0038370557595044374,1.0,117,3657,,,,,,,,,,,,
7.01213264465332,0.0038839594926685095,1.0,118,3688,,,,,,,,,,,,
,,,119,3699,0.031017424538731575,6.670202255249023,0.003243865678086877,1.0,,,,,,,,
,,,119,3699,,,,,7.335216045379639,0.0024699813220649958,1.0,0.0024661016650497913,nan,1.234649658203125,0.6794129610061646,0.19861726462841034
7.06717586517334,0.0038476346526294947,1.0,119,3719,,,,,,,,,,,,
,,,120,3749,0.027966024354100227,6.532779693603516,0.0035645682364702225,1.0,,,,,,,,
,,,120,3749,,,,,7.332479953765869,0.0024608231615275145,1.0,0.0024569248780608177,nan,1.2347291707992554,0.6796126365661621,0.19891251623630524
