train_loss_epoch,train_acc_epoch,train_acc_top5_epoch,epoch,step,lr,train_DIV_LOSS,train_esemble_loss,train_max_cosine,train_min_cosine,train_avg_cosine,train_loss_step,train_acc_step,train_acc_top5_step,val_DIV_LOSS,val_esemble_loss,val_max_cosine,val_min_cosine,val_avg_cosine,val_loss,val_acc,val_acc_top5,val_ece,test_DIV_LOSS,test_esemble_loss,test_max_cosine,test_min_cosine,test_avg_cosine,test_loss,test_acc,test_acc_top5,test_ece
,,,9,299,0.08969999849796295,1.2292249202728271,4.518186569213867,0.560577929019928,0.3369569480419159,0.45056265592575073,2.542909622192383,0.0416666679084301,0.3333333432674408,,,,,,,,,,,,,,,,,,
,,,9,299,,,,,,,,,,1.5590895414352417,4.543126583099365,0.6381042003631592,0.4264726936817169,0.5199492573738098,2.5924746990203857,0.07000000029802322,0.3199999928474426,0.05848490819334984,1.5611038208007812,4.547220230102539,0.6418161988258362,0.4289301633834839,0.5255932211875916,2.5947229862213135,0.058503177016973495,0.28517186641693115,0.049777448177337646
2.455693244934082,0.05239899083971977,0.27272728085517883,9,329,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10,349,0.1046999990940094,0.43572649359703064,4.389736175537109,0.3028586506843567,0.15572552382946014,0.2509712874889374,2.298283100128174,0.125,0.4166666567325592,,,,,,,,,,,,,,,,,,
2.3628385066986084,0.09217171370983124,0.32133838534355164,10,362,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3093698024749756,0.13952019810676575,0.36868685483932495,11,395,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12,399,0.11969999969005585,0.2866465449333191,4.334869384765625,0.26521801948547363,0.1424257904291153,0.2013285905122757,2.4053664207458496,0.125,0.1666666716337204,,,,,,,,,,,,,,,,,,
,,,12,399,,,,,,,,,,0.7664394378662109,4.492425918579102,0.4246545135974884,0.28635287284851074,0.36331871151924133,2.3190979957580566,0.1899999976158142,0.4099999964237213,0.17427188158035278,0.7561804056167603,4.498151779174805,0.4278850555419922,0.289168119430542,0.36530783772468567,2.31994366645813,0.18720027804374695,0.4158173203468323,0.17180851101875305
2.252732038497925,0.21085858345031738,0.43686869740486145,12,428,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,13,449,0.1347000002861023,0.37928152084350586,4.452443599700928,0.31355953216552734,0.1971268504858017,0.2577395439147949,2.2261030673980713,0.1666666716337204,0.5,,,,,,,,,,,,,,,,,,
2.1747467517852783,0.2790403962135315,0.5309343338012695,13,461,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.119011640548706,0.3219696879386902,0.5928030014038086,14,494,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15,499,0.14970000088214874,0.33034420013427734,4.423895359039307,0.27135032415390015,0.17426106333732605,0.23124541342258453,2.1746156215667725,0.25,0.4166666567325592,,,,,,,,,,,,,,,,,,
,,,15,499,,,,,,,,,,0.5735148191452026,4.483867645263672,0.3605439066886902,0.26554203033447266,0.3210553228855133,2.1524136066436768,0.3050000071525574,0.6000000238418579,0.2874520719051361,0.563353955745697,4.487995147705078,0.3552669584751129,0.26798391342163086,0.3209680914878845,2.152116537094116,0.32294169068336487,0.5949239134788513,0.30548420548439026
2.074887990951538,0.34090909361839294,0.6180555820465088,15,527,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,16,549,0.14999449253082275,0.33215898275375366,4.452037811279297,0.28680264949798584,0.22127050161361694,0.2464497685432434,1.941603183746338,0.2916666567325592,0.75,,,,,,,,,,,,,,,,,,
2.0052826404571533,0.35606059432029724,0.6571969985961914,16,560,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9404850006103516,0.40909090638160706,0.6957070827484131,17,593,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18,599,0.14997750520706177,0.3042323589324951,4.434331893920898,0.23951596021652222,0.1712748259305954,0.22736473381519318,1.915036678314209,0.4166666567325592,0.7083333134651184,,,,,,,,,,,,,,,,,,
,,,18,599,,,,,,,,,,0.476037859916687,4.474432468414307,0.3255089819431305,0.25513923168182373,0.29586195945739746,2.0033552646636963,0.35499998927116394,0.6650000214576721,0.33410194516181946,0.46637192368507385,4.477329254150391,0.32011672854423523,0.25123172998428345,0.29456543922424316,2.0026416778564453,0.37539973855018616,0.6616705060005188,0.35449710488319397
1.889214277267456,0.41477271914482117,0.7083333134651184,18,626,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,19,649,0.1499490588903427,0.18561606109142303,4.396782875061035,0.17863959074020386,0.14117690920829773,0.17622599005699158,2.0349950790405273,0.25,0.4583333432674408,,,,,,,,,,,,,,,,,,
1.82405686378479,0.4545454680919647,0.7405303120613098,19,659,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7686818838119507,0.4539141356945038,0.754419207572937,20,692,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,21,699,0.1499091535806656,0.18261492252349854,4.396649360656738,0.20044484734535217,0.15534259378910065,0.17794856429100037,1.7335081100463867,0.5416666865348816,0.6666666865348816,,,,,,,,,,,,,,,,,,
,,,21,699,,,,,,,,,,0.4035913050174713,4.4578537940979,0.2999931573867798,0.23676200211048126,0.2729784846305847,1.8643393516540527,0.38999998569488525,0.7149999737739563,0.3649127185344696,0.39442700147628784,4.460348129272461,0.29410499334335327,0.23247961699962616,0.2710612416267395,1.8656299114227295,0.39853107929229736,0.688599169254303,0.3733031153678894
1.7286617755889893,0.4343434274196625,0.7411616444587708,21,725,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,22,749,0.1498577743768692,0.27054011821746826,4.431283473968506,0.2442876696586609,0.17209792137145996,0.2209392637014389,1.7766273021697998,0.5416666865348816,0.7083333134651184,,,,,,,,,,,,,,,,,,
1.6830754280090332,0.45075756311416626,0.7367424368858337,22,758,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6289691925048828,0.45075756311416626,0.7619949579238892,23,791,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24,799,0.14979495108127594,0.2394062727689743,4.421145439147949,0.22807015478610992,0.1786181926727295,0.20849420130252838,1.7958440780639648,0.3333333432674408,0.6666666865348816,,,,,,,,,,,,,,,,,,
,,,24,799,,,,,,,,,,0.3728198707103729,4.4457831382751465,0.2901325225830078,0.22959142923355103,0.2634241580963135,1.7442677021026611,0.4050000011920929,0.7200000286102295,0.37539005279541016,0.36340466141700745,4.447576522827148,0.2829890847206116,0.22502048313617706,0.260947048664093,1.74357008934021,0.41811561584472656,0.7080337405204773,0.3883959650993347
1.5830357074737549,0.4766414165496826,0.7752525210380554,24,824,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,849,0.1497206836938858,0.27441486716270447,4.430444240570068,0.25824838876724243,0.18519806861877441,0.22690454125404358,1.6598243713378906,0.4583333432674408,0.5833333134651184,,,,,,,,,,,,,,,,,,
1.5291320085525513,0.48674243688583374,0.7853535413742065,25,857,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4832651615142822,0.4804292917251587,0.7973484992980957,26,890,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,27,899,0.14963498711585999,0.20182417333126068,4.398329734802246,0.22264055907726288,0.16271086037158966,0.19398342072963715,1.4368696212768555,0.5416666865348816,0.7916666865348816,,,,,,,,,,,,,,,,,,
,,,27,899,,,,,,,,,,0.33954936265945435,4.428110122680664,0.2781617045402527,0.21702055633068085,0.25153806805610657,1.6260021924972534,0.42500001192092896,0.7450000047683716,0.39177405834198,0.3298599421977997,4.429306507110596,0.26997411251068115,0.21413791179656982,0.2485935091972351,1.6263840198516846,0.4333033859729767,0.7234211564064026,0.398223340511322
1.431777834892273,0.5119949579238892,0.7986111044883728,27,923,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,28,949,0.1495378613471985,0.1937304139137268,4.378578186035156,0.20183667540550232,0.15894444286823273,0.18716120719909668,1.369025468826294,0.5833333134651184,0.8333333134651184,,,,,,,,,,,,,,,,,,
1.3896838426589966,0.5233585834503174,0.8005050420761108,28,956,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3465648889541626,0.5145202279090881,0.814393937587738,29,989,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,30,999,0.1494293510913849,0.1811448186635971,4.381031036376953,0.19514557719230652,0.1505785882472992,0.18217816948890686,1.519953727722168,0.3333333432674408,0.75,,,,,,,,,,,,,,,,,,
,,,30,999,,,,,,,,,,0.31440532207489014,4.409979343414307,0.2660854458808899,0.2096499800682068,0.24208411574363708,1.5140273571014404,0.44999998807907104,0.7599999904632568,0.4115988612174988,0.3051786422729492,4.410359859466553,0.2594541013240814,0.20575439929962158,0.2389913946390152,1.5170059204101562,0.4511890709400177,0.7393085956573486,0.4103562533855438
1.3148729801177979,0.5037878751754761,0.8087121248245239,30,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,31,1049,0.149309441447258,0.2080063819885254,4.369551658630371,0.22560656070709229,0.17896156013011932,0.19629138708114624,1.2468104362487793,0.5416666865348816,0.8333333134651184,,,,,,,,,,,,,,,,,,
1.2809772491455078,0.502525269985199,0.8162878751754761,31,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.245159387588501,0.5233585834503174,0.8131313323974609,32,1088,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,33,1099,0.1491781622171402,0.20677995681762695,4.366258144378662,0.21305546164512634,0.1729407161474228,0.19711728394031525,1.0279629230499268,0.6666666865348816,0.9583333134651184,,,,,,,,,,,,,,,,,,
,,,33,1099,,,,,,,,,,0.29992055892944336,4.392347812652588,0.26115575432777405,0.20640654861927032,0.23653832077980042,1.40968656539917,0.47999998927116394,0.7699999809265137,0.43557438254356384,0.29115402698516846,4.392129421234131,0.25375744700431824,0.2007901817560196,0.23343175649642944,1.4154744148254395,0.4693745970726013,0.7495502233505249,0.4223172962665558
1.2032743692398071,0.5467171669006348,0.7998737096786499,33,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,1149,0.14903554320335388,0.18682551383972168,4.348818778991699,0.2224205732345581,0.16368037462234497,0.1829836517572403,1.2423832416534424,0.5416666865348816,0.75,,,,,,,,,,,,,,,,,,
1.1537253856658936,0.5435606241226196,0.8358585834503174,34,1154,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1115727424621582,0.5675504803657532,0.8207070827484131,35,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,36,1199,0.14888159930706024,0.17793667316436768,4.313986778259277,0.20628997683525085,0.1542774736881256,0.18168394267559052,0.9376039505004883,0.6666666865348816,0.9166666865348816,,,,,,,,,,,,,,,,,,
,,,36,1199,,,,,,,,,,0.2851357161998749,4.370431423187256,0.2538192570209503,0.2019137591123581,0.23035763204097748,1.3086434602737427,0.49000000953674316,0.7799999713897705,0.4388473629951477,0.2766944169998169,4.369408130645752,0.24640770256519318,0.19475911557674408,0.22713205218315125,1.3166084289550781,0.4798162877559662,0.7620399594306946,0.42546260356903076
1.0725257396697998,0.5631313323974609,0.8472222089767456,36,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,37,1249,0.14871636033058167,0.16938214004039764,4.33909273147583,0.20536401867866516,0.15073639154434204,0.17885267734527588,1.4402272701263428,0.2916666567325592,0.625,,,,,,,,,,,,,,,,,,
1.0516993999481201,0.556186854839325,0.8295454382896423,37,1253,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9993739128112793,0.5801767706871033,0.8327020406723022,38,1286,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,39,1299,0.14853982627391815,0.20004521310329437,4.354872703552246,0.21988502144813538,0.16327202320098877,0.19327616691589355,1.4850883483886719,0.4166666567325592,0.625,,,,,,,,,,,,,,,,,,
,,,39,1299,,,,,,,,,,0.2677361071109772,4.3453264236450195,0.24314838647842407,0.19618675112724304,0.22266900539398193,1.20906400680542,0.5049999952316284,0.7900000214576721,0.4482516944408417,0.26026883721351624,4.34370231628418,0.23842866718769073,0.18700367212295532,0.21952489018440247,1.219847559928894,0.49500390887260437,0.7727314233779907,0.4332261085510254
0.9775407314300537,0.565025269985199,0.8434343338012695,39,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,40,1349,0.14835205674171448,0.213765487074852,4.240111351013184,0.2268335074186325,0.1658376008272171,0.19376248121261597,0.5476899147033691,0.7916666865348816,0.9166666865348816,,,,,,,,,,,,,,,,,,
0.9293460845947266,0.5744949579238892,0.8472222089767456,40,1352,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8966119885444641,0.5814393758773804,0.8522727489471436,41,1385,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,42,1399,0.14815306663513184,0.2151908576488495,4.291561603546143,0.23410379886627197,0.17113202810287476,0.20226550102233887,0.7749841213226318,0.5,0.9166666865348816,,,,,,,,,,,,,,,,,,
,,,42,1399,,,,,,,,,,0.26423925161361694,4.3221659660339355,0.2410210818052292,0.19267728924751282,0.2208719402551651,1.1102356910705566,0.5400000214576721,0.7950000166893005,0.4738108813762665,0.25683537125587463,4.32028865814209,0.23666425049304962,0.18378430604934692,0.21758581697940826,1.1246709823608398,0.5134390592575073,0.7845221757888794,0.44331327080726624
0.8364392518997192,0.6111111044883728,0.8756313323974609,42,1418,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,43,1449,0.14794287085533142,0.22183158993721008,4.279508590698242,0.21035724878311157,0.16014248132705688,0.19886401295661926,0.9512627124786377,0.5,0.7916666865348816,,,,,,,,,,,,,,,,,,
0.8158498406410217,0.6136363744735718,0.8661616444587708,43,1451,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7786954045295715,0.6237373948097229,0.8756313323974609,44,1484,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,45,1499,0.147721529006958,0.17941853404045105,4.296287536621094,0.19742131233215332,0.14754681289196014,0.18013133108615875,1.2350726127624512,0.2916666567325592,0.7083333134651184,,,,,,,,,,,,,,,,,,
,,,45,1499,,,,,,,,,,0.2567528486251831,4.295044422149658,0.23815228044986725,0.18650953471660614,0.21705520153045654,1.0074766874313354,0.5699999928474426,0.800000011920929,0.494378924369812,0.2509528398513794,4.292925834655762,0.2326403260231018,0.17926034331321716,0.21405264735221863,1.0277968645095825,0.5291765332221985,0.7990608215332031,0.45009392499923706
0.7404887676239014,0.6123737096786499,0.8661616444587708,45,1517,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,1549,0.1474890559911728,0.17293624579906464,4.219693660736084,0.20363333821296692,0.14843764901161194,0.1795734167098999,0.4984879493713379,0.75,0.9166666865348816,,,,,,,,,,,,,,,,,,
0.6873693466186523,0.6148989796638489,0.8800504803657532,46,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6755384206771851,0.6502525210380554,0.868686854839325,47,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,48,1599,0.14724549651145935,0.1769474446773529,4.209468364715576,0.1810978502035141,0.14082598686218262,0.17646382749080658,0.8298368453979492,0.5416666865348816,0.9166666865348816,,,,,,,,,,,,,,,,,,
,,,48,1599,,,,,,,,,,0.2545332610607147,4.266383171081543,0.23717208206653595,0.18348859250545502,0.21540634334087372,0.9088392853736877,0.5799999833106995,0.8100000023841858,0.4960140585899353,0.24940428137779236,4.263614177703857,0.23084379732608795,0.17617371678352356,0.21231448650360107,0.9327822327613831,0.5445642471313477,0.810451865196228,0.4555390477180481
0.6579731106758118,0.6388888955116272,0.8743686676025391,48,1616,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,49,1649,0.14699089527130127,0.14087845385074615,4.100954055786133,0.18400084972381592,0.13270610570907593,0.15898719429969788,0.12623834609985352,0.8333333134651184,1.0,,,,,,,,,,,,,,,,,,
0.5955014824867249,0.6603535413742065,0.8869949579238892,49,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5934648513793945,0.6306818127632141,0.868686854839325,50,1682,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,51,1699,0.14672526717185974,0.15623731911182404,4.226628303527832,0.19322699308395386,0.12311336398124695,0.16549032926559448,0.5766212940216064,0.6666666865348816,0.9166666865348816,,,,,,,,,,,,,,,,,,
,,,51,1699,,,,,,,,,,0.2503235340118408,4.233401775360107,0.23119325935840607,0.17950716614723206,0.21217109262943268,0.8141165971755981,0.6000000238418579,0.8199999928474426,0.5022932291030884,0.2462603747844696,4.231492042541504,0.2268943190574646,0.17187145352363586,0.20940183103084564,0.8408222794532776,0.5591525435447693,0.8222424387931824,0.45861515402793884
0.5534719824790955,0.6414141654968262,0.8737373948097229,51,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5278588533401489,0.6546717286109924,0.870580792427063,52,1748,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,53,1749,0.14644867181777954,0.17339536547660828,4.189682483673096,0.20128671824932098,0.14507821202278137,0.17682600021362305,0.6383841037750244,0.6666666865348816,0.8333333134651184,,,,,,,,,,,,,,,,,,
0.5061957240104675,0.6527777910232544,0.8838383555412292,53,1781,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,54,1799,0.14616113901138306,0.2014792561531067,4.184920310974121,0.21884429454803467,0.14191189408302307,0.18956251442432404,0.7444515228271484,0.5416666865348816,0.875,,,,,,,,,,,,,,,,,,
,,,54,1799,,,,,,,,,,0.24445457756519318,4.198902606964111,0.22364644706249237,0.17228944599628448,0.20793640613555908,0.7257047891616821,0.6000000238418579,0.8450000286102295,0.4901103675365448,0.23949666321277618,4.197007179260254,0.22167904675006866,0.1656412035226822,0.20455045998096466,0.7486481666564941,0.5773380398750305,0.8341324925422668,0.4659191966056824
0.46235042810440063,0.6710858345031738,0.8907828330993652,54,1814,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4607572555541992,0.6565656661987305,0.8737373948097229,55,1847,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,56,1849,0.14586272835731506,0.15025752782821655,4.091477870941162,0.191982239484787,0.13928285241127014,0.16269303858280182,0.4437267780303955,0.625,0.875,,,,,,,,,,,,,,,,,,
0.374325692653656,0.685606062412262,0.8863636255264282,56,1880,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,57,1899,0.14555348455905914,0.179114431142807,4.037837028503418,0.16461098194122314,0.11301726847887039,0.1661583036184311,0.30953311920166016,0.625,0.9583333134651184,,,,,,,,,,,,,,,,,,
,,,57,1899,,,,,,,,,,0.2395782470703125,4.163534164428711,0.21593259274959564,0.16246171295642853,0.20360171794891357,0.6382402181625366,0.6200000047683716,0.8450000286102295,0.49561870098114014,0.23391826450824738,4.161881923675537,0.21654854714870453,0.15988847613334656,0.20011422038078308,0.664580762386322,0.5926256775856018,0.8407272100448608,0.4700307846069336
0.36677277088165283,0.6755050420761108,0.8863636255264282,57,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3532671630382538,0.6723484992980957,0.8838383555412292,58,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,59,1949,0.14523343741893768,0.2788652777671814,4.082217693328857,0.2593008279800415,0.17533382773399353,0.22468796372413635,0.4814319610595703,0.5416666865348816,0.9166666865348816,,,,,,,,,,,,,,,,,,
0.3437459468841553,0.6698232293128967,0.8787878751754761,59,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60,1999,0.14490264654159546,0.18729010224342346,4.059216499328613,0.19514146447181702,0.12017473578453064,0.17103321850299835,0.4043765068054199,0.5,0.875,,,,,,,,,,,,,,,,,,
,,,60,1999,,,,,,,,,,0.2420230358839035,4.133966445922852,0.21569213271141052,0.16075290739536285,0.20315420627593994,0.556322455406189,0.6349999904632568,0.8550000190734863,0.4968584477901459,0.23545120656490326,4.132532119750977,0.21484093368053436,0.15789629518985748,0.1992780864238739,0.5832796096801758,0.6043162941932678,0.8509189486503601,0.46958473324775696
0.30773720145225525,0.6698232293128967,0.9008838534355164,60,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2609558403491974,0.7007575631141663,0.9065656661987305,61,2045,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,62,2049,0.14456115663051605,0.1809689700603485,3.9709441661834717,0.1981436312198639,0.13362255692481995,0.17380854487419128,0.3370147943496704,0.7083333134651184,0.7916666865348816,,,,,,,,,,,,,,,,,,
0.24051126837730408,0.7114899158477783,0.8983585834503174,62,2078,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,63,2099,0.14420904219150543,0.124442920088768,3.9865968227386475,0.1656440943479538,0.1300230622291565,0.14525972306728363,0.008497118949890137,0.7916666865348816,0.9583333134651184,,,,,,,,,,,,,,,,,,
,,,63,2099,,,,,,,,,,0.23415593802928925,4.099531173706055,0.2117060273885727,0.15338002145290375,0.19787809252738953,0.48392489552497864,0.6349999904632568,0.8600000143051147,0.4837106764316559,0.22932271659374237,4.097724914550781,0.20869912207126617,0.1516774594783783,0.1943332999944687,0.5125250816345215,0.6141084432601929,0.8579133749008179,0.4669373035430908
0.24607111513614655,0.689393937587738,0.8832070827484131,63,2111,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.21770527958869934,0.7077020406723022,0.9027777910232544,64,2144,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,65,2149,0.1438463181257248,0.16510596871376038,4.094860076904297,0.18512925505638123,0.11997635662555695,0.16341330111026764,0.41765689849853516,0.5833333134651184,0.9166666865348816,,,,,,,,,,,,,,,,,,
0.20915715396404266,0.7070707082748413,0.9015151262283325,65,2177,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,66,2199,0.1434730738401413,0.19519513845443726,4.035840034484863,0.19753921031951904,0.12043529003858566,0.17684830725193024,0.34748220443725586,0.625,0.8333333134651184,,,,,,,,,,,,,,,,,,
,,,66,2199,,,,,,,,,,0.22518397867679596,4.0689592361450195,0.20492367446422577,0.14651399850845337,0.19162966310977936,0.41799816489219666,0.625,0.875,0.466025173664093,0.2190493792295456,4.069049835205078,0.20067879557609558,0.14433029294013977,0.18777801096439362,0.44631505012512207,0.6251996159553528,0.864408552646637,0.46858739852905273
0.14420348405838013,0.7266414165496826,0.9122474789619446,66,2210,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.17500287294387817,0.7108585834503174,0.8952020406723022,67,2243,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,68,2249,0.14308936893939972,0.09682117402553558,3.960052251815796,0.14032503962516785,0.09836290776729584,0.12474855780601501,0.07923686504364014,0.75,0.875,,,,,,,,,,,,,,,,,,
0.13296125829219818,0.7253788113594055,0.9097222089767456,68,2276,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,69,2299,0.14269523322582245,0.1736360788345337,3.9385108947753906,0.17758241295814514,0.11461421847343445,0.16155022382736206,-0.1613253355026245,0.875,0.9583333134651184,,,,,,,,,,,,,,,,,,
,,,69,2299,,,,,,,,,,0.214299738407135,4.048192501068115,0.20342253148555756,0.1409500688314438,0.18617847561836243,0.3557624816894531,0.6449999809265137,0.8849999904632568,0.47741466760635376,0.2144453525543213,4.045077800750732,0.19661666452884674,0.13908569514751434,0.1840217411518097,0.3854674994945526,0.6347919702529907,0.8709031939506531,0.46722397208213806
0.051053404808044434,0.7380050420761108,0.9229797720909119,69,2309,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.11806445568799973,0.6931818127632141,0.9034090638160706,70,2342,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,71,2349,0.14229074120521545,0.1695665419101715,3.9872183799743652,0.1878989040851593,0.12815697491168976,0.1641552895307541,0.3354053497314453,0.6666666865348816,0.8333333134651184,,,,,,,,,,,,,,,,,,
0.09111201018095016,0.7272727489471436,0.9021464586257935,71,2375,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,72,2399,0.1418759524822235,0.15623125433921814,3.897341251373291,0.187371164560318,0.11903680860996246,0.15839466452598572,0.04152512550354004,0.75,0.9583333134651184,,,,,,,,,,,,,,,,,,
,,,72,2399,,,,,,,,,,0.20298540592193604,4.027437210083008,0.19627337157726288,0.13389824330806732,0.17960378527641296,0.2959394156932831,0.6499999761581421,0.8849999904632568,0.4711874723434448,0.20553292334079742,4.024058818817139,0.1890127956867218,0.13238009810447693,0.17814047634601593,0.3280862867832184,0.6429857015609741,0.8777475357055664,0.465168297290802
0.007816925644874573,0.7468434572219849,0.9242424368858337,72,2408,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07224804908037186,0.7329545617103577,0.9021464586257935,73,2441,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,74,2449,0.1414509415626526,0.11320256441831589,3.823099136352539,0.14055612683296204,0.0923866257071495,0.12570036947727203,-0.2722824811935425,0.8333333134651184,0.9583333134651184,,,,,,,,,,,,,,,,,,
