train_DIV_LOSS_epoch,train_loss_epoch,train_acc_epoch,LAMDA_epoch,perturb_distance_epoch,epoch,step,lr,train_DIV_LOSS_step,train_loss_step,train_acc_step,LAMDA_step,perturb_distance_step,val_DIV_LOSS,val_loss,val_acc,val_ece,test_DIV_LOSS,test_loss,test_acc,test_ece
11.25410270690918,3.7937803268432617,0.14227642118930817,2.9941818714141846,0.004034032579511404,0,40,,,,,,,,,,,,,,
,,,,,1,49,0.03920000046491623,6.413023948669434,3.5091187953948975,0.4583333432674408,2.9747424125671387,0.004720806144177914,,,,,,,,
,,,,,1,49,,,,,,,7.0514984130859375,3.4077794551849365,0.6850000023841858,0.644700825214386,7.026512622833252,3.4284863471984863,0.6262837648391724,0.5864461064338684
4.803957939147949,3.3490567207336426,0.45528456568717957,2.9601082801818848,0.0051737898029387,1,81,,,,,,,,,,,,,,
,,,,,2,99,0.07919999957084656,1.3518179655075073,2.620450258255005,0.75,2.904493570327759,0.0075566209852695465,,,,,,,,
,,,,,2,99,,,,,,,1.5314291715621948,2.36391282081604,0.7599999904632568,0.6511560678482056,1.4944430589675903,2.453812599182129,0.6955726742744446,0.5909485220909119
1.1733970642089844,2.7345263957977295,0.5254064798355103,2.8991212844848633,0.009294218383729458,2,122,,,,,,,,,,,,,,
,,,,,3,149,0.11919999867677689,0.6233838796615601,2.102843999862671,0.5833333134651184,2.8260445594787598,0.019262105226516724,,,,,,,,
,,,,,3,149,,,,,,,0.8994282484054565,1.3440203666687012,0.8050000071525574,0.48727789521217346,0.8762026429176331,1.4718539714813232,0.7656394243240356,0.47057756781578064
0.6158645749092102,2.1107735633850098,0.5924796462059021,2.834429979324341,0.018246043473482132,3,163,,,,,,,,,,,,,,
,,,,,4,199,0.15919999778270721,0.9003064632415771,1.0100610256195068,0.8333333134651184,2.9543793201446533,0.04127578064799309,,,,,,,,
,,,,,4,199,,,,,,,1.0595113039016724,0.5963253378868103,0.9049999713897705,0.27624887228012085,1.1084452867507935,0.7252842783927917,0.843526303768158,0.2825108766555786
0.7434659600257874,1.4897862672805786,0.6747967600822449,2.858304738998413,0.03247649595141411,4,204,,,,,,,,,,,,,,
0.642214298248291,1.080136775970459,0.7357723712921143,3.3672170639038086,0.03970809280872345,5,245,,,,,,,,,,,,,,
,,,,,6,249,0.19920000433921814,0.21549181640148163,0.9305129647254944,0.7916666865348816,4.178417682647705,0.048233628273010254,,,,,,,,
,,,,,6,249,,,,,,,0.6772616505622864,0.3531661927700043,0.9399999976158142,0.18376338481903076,0.6738889217376709,0.46104156970977783,0.8871769905090332,0.19538959860801697
0.44591546058654785,0.9046823978424072,0.7621951103210449,4.662487983703613,0.04171522334218025,6,286,,,,,,,,,,,,,,
,,,,,7,299,0.23919999599456787,0.6663968563079834,0.7266237735748291,0.8333333134651184,5.0,0.05076281726360321,,,,,,,,
,,,,,7,299,,,,,,,0.4313181936740875,0.24975675344467163,0.949999988079071,0.11879649758338928,0.428071528673172,0.3807606101036072,0.8930904269218445,0.15649257600307465
0.3503567576408386,0.7756938338279724,0.7997967600822449,4.999870300292969,0.04349740594625473,7,327,,,,,,,,,,,,,,
,,,,,8,349,0.2791999876499176,0.13341988623142242,0.8010238409042358,0.8333333134651184,5.0,0.035119444131851196,,,,,,,,
,,,,,8,349,,,,,,,0.28035783767700195,0.1775963455438614,0.9649999737739563,0.10123378783464432,0.31505149602890015,0.3278045952320099,0.9040226340293884,0.1351422518491745
0.28837254643440247,0.671514630317688,0.8221544623374939,4.999867916107178,0.04280519112944603,8,368,,,,,,,,,,,,,,
,,,,,9,399,0.3192000091075897,0.5218456983566284,0.781480073928833,0.7916666865348816,5.0,0.0416521281003952,,,,,,,,
,,,,,9,399,,,,,,,0.18546420335769653,0.14630229771137238,0.9750000238418579,0.10543254762887955,0.2644833028316498,0.3360631465911865,0.8974478840827942,0.13144680857658386
0.1954503357410431,0.6739447712898254,0.815040647983551,4.999942779541016,0.04753183573484421,9,409,,,,,,,,,,,,,,
,,,,,10,449,0.35920000076293945,0.1572505533695221,0.5010923147201538,0.875,5.0,0.04796643182635307,,,,,,,,
,,,,,10,449,,,,,,,0.15874159336090088,0.13356468081474304,0.9750000238418579,0.08485221862792969,0.21701060235500336,0.32636794447898865,0.8928574919700623,0.12382836639881134
0.19562238454818726,0.5831911563873291,0.8384146094322205,4.999940395355225,0.048701316118240356,10,450,,,,,,,,,,,,,,
0.16357941925525665,0.6091696619987488,0.8373983502388,4.99990177154541,0.04663770645856857,11,491,,,,,,,,,,,,,,
,,,,,12,499,0.3991999924182892,0.13249008357524872,0.337803453207016,0.875,5.0,0.04632614180445671,,,,,,,,
,,,,,12,499,,,,,,,0.10016536712646484,0.0807376280426979,0.9850000143051147,0.06092555448412895,0.18024396896362305,0.30706986784935,0.9026609659194946,0.1174284890294075
0.1102559044957161,0.5137970447540283,0.8556910753250122,4.999680995941162,0.04393310472369194,12,532,,,,,,,,,,,,,,
,,,,,13,549,0.3996427059173584,0.014613954350352287,0.35313329100608826,0.9166666865348816,5.0,0.04724130034446716,,,,,,,,
,,,,,13,549,,,,,,,0.11789881438016891,0.06985966861248016,0.9850000143051147,0.048954010009765625,0.22472217679023743,0.3127273917198181,0.8961251378059387,0.11213589459657669
0.13516782224178314,0.5089845657348633,0.8617886304855347,4.999919414520264,0.04821121320128441,13,573,,,,,,,,,,,,,,
