LAMDA_epoch,LAMDA_step,epoch,lr,perturb_distance_epoch,perturb_distance_step,step,test_DIV_LOSS,test_acc,test_ece,test_loss,train_DIV_LOSS_epoch,train_DIV_LOSS_step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_DIV_LOSS,val_acc,val_ece,val_loss
2.998666524887085,,0,,0.01207929290831089,,14,,,,,11.24435806274414,,0.6000000238418579,,1.5722841024398804,,,,,
2.99082350730896,,1,,0.012704811058938503,,29,,,,,4.364291191101074,,0.7364583611488342,,1.0210670232772827,,,,,
2.9814770221710205,,2,,0.022735150530934334,,44,,,,,1.6259616613388062,,0.7385416626930237,,0.9349356293678284,,,,,
,2.9711105823516846,3,0.09799999743700027,,0.021399861201643944,49,,,,,,0.8731445074081421,,0.65625,,1.0413235425949097,,,,
,,3,,,,49,0.2881190776824951,0.7359333038330078,0.09430021792650223,0.8595852851867676,,,,,,,0.2657528221607208,0.7300000190734863,0.09296271204948425,0.846616804599762
2.9703633785247803,,3,,0.022417766973376274,,59,,,,,0.7350454926490784,,0.7354166507720947,,0.9127275943756104,,,,,
2.9579501152038574,,4,,0.02329910360276699,,74,,,,,0.5447691082954407,,0.731249988079071,,0.8778306245803833,,,,,
2.9481780529022217,,5,,0.02611331082880497,,89,,,,,0.44330427050590515,,0.7291666865348816,,0.869907021522522,,,,,
,2.947683095932007,6,0.1979999989271164,,0.029398662969470024,99,,,,,,0.24049702286720276,,0.765625,,0.7695640325546265,,,,
,,6,,,,99,0.1805526316165924,0.735745906829834,0.10823766887187958,0.8361101746559143,,,,,,,0.15971805155277252,0.7300000190734863,0.0775265097618103,0.7976665496826172
2.949185848236084,,6,,0.02918950282037258,,104,,,,,0.4058167636394501,,0.7333333492279053,,0.8555266857147217,,,,,
2.9677743911743164,,7,,0.03047894313931465,,119,,,,,0.34933140873908997,,0.7291666865348816,,0.8665414452552795,,,,,
2.980696439743042,,8,,0.02903028577566147,,134,,,,,0.31700295209884644,,0.734375,,0.8570829033851624,,,,,
,3.147841453552246,9,0.2980000078678131,,0.030712811276316643,149,,,,,,0.40920716524124146,,0.71875,,0.8526850342750549,,,,
,,9,,,,149,0.18366239964962006,0.7364018559455872,0.12849457561969757,0.8578730225563049,,,,,,,0.184249609708786,0.7300000190734863,0.10566502809524536,0.8058810234069824
