LAMDA_epoch,LAMDA_step,epoch,lr,perturb_distance_epoch,perturb_distance_step,step,test_DIV_LOSS,test_acc,test_ece,test_loss,train_DIV_LOSS_epoch,train_DIV_LOSS_step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_DIV_LOSS,val_acc,val_ece,val_loss
2.999680280685425,,0,,0.007153502199798822,,14,,,,,13.475614547729492,,0.13229165971279144,,2.566258430480957,,,,,
2.997753143310547,,1,,0.007238849997520447,,29,,,,,11.784674644470215,,0.3541666567325592,,2.4992966651916504,,,,,
2.9939324855804443,,2,,0.007719552610069513,,44,,,,,8.544857025146484,,0.48124998807907104,,2.35665225982666,,,,,
,2.989619493484497,3,0.009800000116229057,,0.00793169904500246,49,,,,,,6.3251519203186035,,0.53125,,2.2180795669555664,,,,
,,3,,,,49,6.394748687744141,0.5141544342041016,0.38281676173210144,2.233027458190918,,,,,,,6.312012195587158,0.5299999713897705,0.39921629428863525,2.2328040599823
2.9882843494415283,,3,,0.008668500930070877,,59,,,,,5.8866658210754395,,0.5541666746139526,,2.188185691833496,,,,,
2.9809937477111816,,4,,0.010074326768517494,,74,,,,,4.227805137634277,,0.6010416746139526,,2.023967742919922,,,,,
2.972210168838501,,5,,0.011772542260587215,,89,,,,,3.1907293796539307,,0.65625,,1.8528486490249634,,,,,
,2.9608774185180664,6,0.01979999989271164,,0.014318060129880905,99,,,,,,2.430328845977783,,0.734375,,1.6508116722106934,,,,
,,6,,,,99,2.612250566482544,0.6495097875595093,0.4264148473739624,1.7143617868423462,,,,,,,2.4873337745666504,0.6899999976158142,0.4714021384716034,1.696364164352417
2.9622280597686768,,6,,0.014058618806302547,,104,,,,,2.4749319553375244,,0.7041666507720947,,1.6925678253173828,,,,,
2.951314687728882,,7,,0.016249336302280426,,119,,,,,1.9761033058166504,,0.7385416626930237,,1.5351790189743042,,,,,
2.939743757247925,,8,,0.018979037180542946,,134,,,,,1.6351832151412964,,0.7749999761581421,,1.3968653678894043,,,,,
,2.9220964908599854,9,0.02979999966919422,,0.023799533024430275,149,,,,,,1.2600507736206055,,0.84375,,1.183742642402649,,,,
,,9,,,,149,1.441510558128357,0.7281862497329712,0.37924692034721375,1.2957382202148438,,,,,,,1.2912956476211548,0.7950000166893005,0.4477542042732239,1.2585859298706055
2.9276750087738037,,9,,0.02171943709254265,,149,,,,,1.3485751152038574,,0.7947916388511658,,1.2722022533416748,,,,,
2.9154603481292725,,10,,0.023478243499994278,,164,,,,,1.1721669435501099,,0.8104166388511658,,1.1584125757217407,,,,,
2.9030444622039795,,11,,0.026050860062241554,,179,,,,,1.0089175701141357,,0.824999988079071,,1.0681668519973755,,,,,
2.8901619911193848,,12,,0.026493286713957787,,194,,,,,0.8763836026191711,,0.8416666388511658,,0.9769901633262634,,,,,
,2.8800039291381836,13,0.039799999445676804,,0.03144145756959915,199,,,,,,0.8069004416465759,,0.859375,,0.9049449563026428,,,,
,,13,,,,199,0.9645169377326965,0.7837010025978088,0.3313594162464142,1.0149469375610352,,,,,,,0.8090776801109314,0.8450000286102295,0.3848699927330017,0.946124255657196
2.8774285316467285,,13,,0.029557671397924423,,209,,,,,0.7797254323959351,,0.8458333611488342,,0.9032580256462097,,,,,
2.8645434379577637,,14,,0.029841173440217972,,224,,,,,0.6931173205375671,,0.8541666865348816,,0.8322402834892273,,,,,
2.851294994354248,,15,,0.030498960986733437,,239,,,,,0.6344343423843384,,0.8614583611488342,,0.7781396508216858,,,,,
,2.836056709289551,16,0.049800001084804535,,0.03067469783127308,249,,,,,,0.7022325992584229,,0.859375,,0.7086930274963379,,,,
,,16,,,,249,0.73021000623703,0.8134804368019104,0.2777220904827118,0.8317320942878723,,,,,,,0.5684184432029724,0.9100000262260437,0.35400068759918213,0.7363418340682983
2.8380072116851807,,16,,0.03255588188767433,,254,,,,,0.5696098804473877,,0.8666666746139526,,0.721064567565918,,,,,
2.824364185333252,,17,,0.03139365836977959,,269,,,,,0.5236947536468506,,0.875,,0.6742929220199585,,,,,
2.809913396835327,,18,,0.03297767415642738,,284,,,,,0.46898892521858215,,0.8854166865348816,,0.6317446827888489,,,,,
,2.788315773010254,19,0.05979999899864197,,0.02799198590219021,299,,,,,,0.41831427812576294,,0.921875,,0.5114770531654358,,,,
,,19,,,,299,0.5765206813812256,0.8369485139846802,0.23645049333572388,0.7012012600898743,,,,,,,0.41442015767097473,0.9200000166893005,0.2903958261013031,0.587263286113739
2.7957205772399902,,19,,0.03284422680735588,,299,,,,,0.43495187163352966,,0.8864583373069763,,0.5954276919364929,,,,,
2.7807395458221436,,20,,0.03475113585591316,,314,,,,,0.38979580998420715,,0.8968750238418579,,0.5528007745742798,,,,,
2.765920400619507,,21,,0.03336428105831146,,329,,,,,0.3693743050098419,,0.8947916626930237,,0.5214385390281677,,,,,
2.7491297721862793,,22,,0.032868482172489166,,344,,,,,0.3431336581707001,,0.90625,,0.4874732196331024,,,,,
,2.7344396114349365,23,0.0697999969124794,,0.032848209142684937,349,,,,,,0.3629301190376282,,0.890625,,0.5056970715522766,,,,
,,23,,,,349,0.4855843186378479,0.8585783839225769,0.2030167281627655,0.5967462658882141,,,,,,,0.3218327462673187,0.9300000071525574,0.23288311064243317,0.46293604373931885
2.731562852859497,,23,,0.03423422947525978,,359,,,,,0.3115929067134857,,0.9114583134651184,,0.45422622561454773,,,,,
2.7143614292144775,,24,,0.032556936144828796,,374,,,,,0.28571322560310364,,0.9104166626930237,,0.4218975901603699,,,,,
2.694286584854126,,25,,0.0325525738298893,,389,,,,,0.2617143988609314,,0.925000011920929,,0.38490694761276245,,,,,
,2.669630289077759,26,0.07980000227689743,,0.03339458629488945,399,,,,,,0.23207524418830872,,0.921875,,0.3619277775287628,,,,
,,26,,,,399,0.41413524746894836,0.8740195631980896,0.17402330040931702,0.5057098865509033,,,,,,,0.25103652477264404,0.9449999928474426,0.20048317313194275,0.3547075390815735
