LAMDA_epoch,LAMDA_step,epoch,lr,perturb_distance_epoch,perturb_distance_step,step,test_DIV_LOSS,test_acc,test_ece,test_loss,train_DIV_LOSS_epoch,train_DIV_LOSS_step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_DIV_LOSS,val_acc,val_ece,val_loss
2.99983286857605,,0,,0.008756989613175392,,14,,,,,12.342812538146973,,0.12083332985639572,,2.3302195072174072,,,,,
2.9988861083984375,,1,,0.009908846579492092,,29,,,,,5.888432025909424,,0.1458333283662796,,2.1930177211761475,,,,,
2.997265338897705,,2,,0.011758014559745789,,44,,,,,2.3307688236236572,,0.17395833134651184,,2.1117703914642334,,,,,
,2.995715856552124,3,0.019600000232458115,,0.014123822562396526,49,,,,,,1.2402312755584717,,0.125,,2.110854387283325,,,,
,,3,,,,49,0.7576518058776855,0.15631648898124695,0.034634366631507874,2.0739030838012695,,,,,,,0.7393639087677002,0.1899999976158142,0.03165677189826965,2.061980962753296
2.995272636413574,,3,,0.013146615587174892,,59,,,,,1.2055542469024658,,0.20104166865348816,,2.0760865211486816,,,,,
2.993060827255249,,4,,0.014299863018095493,,74,,,,,0.8051601648330688,,0.2291666716337204,,2.04677677154541,,,,,
2.9907028675079346,,5,,0.015156859531998634,,89,,,,,0.5749410390853882,,0.23020833730697632,,2.015608549118042,,,,,
,2.988140821456909,6,0.03959999978542328,,0.01681644096970558,99,,,,,,0.36309701204299927,,0.25,,1.955897569656372,,,,
,,6,,,,99,0.21056541800498962,0.203125,0.05362061783671379,1.9960912466049194,,,,,,,0.2070552259683609,0.23499999940395355,0.06542883068323135,1.9736530780792236
2.9884612560272217,,6,,0.01660913974046707,,104,,,,,0.4347020089626312,,0.234375,,1.9915944337844849,,,,,
2.986755609512329,,7,,0.017643189057707787,,119,,,,,0.3594974875450134,,0.25,,1.962856650352478,,,,,
2.985581398010254,,8,,0.018783871084451675,,134,,,,,0.2902207374572754,,0.2604166567325592,,1.9545857906341553,,,,,
,2.9871666431427,9,0.05959999933838844,,0.019556628540158272,149,,,,,,0.20901569724082947,,0.296875,,1.9252649545669556,,,,
,,9,,,,149,0.08178263902664185,0.2571365237236023,0.0892869234085083,1.9178860187530518,,,,,,,0.08237330615520477,0.2849999964237213,0.11483803391456604,1.880780816078186
2.9859678745269775,,9,,0.020518546923995018,,149,,,,,0.25295403599739075,,0.26875001192092896,,1.9400116205215454,,,,,
2.9888486862182617,,10,,0.021041104570031166,,164,,,,,0.19961099326610565,,0.28854167461395264,,1.8977000713348389,,,,,
2.9958951473236084,,11,,0.023040561005473137,,179,,,,,0.17486248910427094,,0.2593750059604645,,1.8909934759140015,,,,,
3.010666608810425,,12,,0.02359219454228878,,194,,,,,0.16283205151557922,,0.2854166626930237,,1.8631466627120972,,,,,
,3.029952049255371,13,0.07959999889135361,,0.02554798498749733,199,,,,,,0.16055884957313538,,0.25,,1.9320331811904907,,,,
,,13,,,,199,0.05214910954236984,0.28585994243621826,0.11097187548875809,1.844544529914856,,,,,,,0.05731116235256195,0.33000001311302185,0.13846437633037567,1.7806570529937744
3.0368077754974365,,13,,0.025957882404327393,,209,,,,,0.12978442013263702,,0.328125,,1.8336224555969238,,,,,
3.07555890083313,,14,,0.026834534481167793,,224,,,,,0.1438731551170349,,0.31041666865348816,,1.829649806022644,,,,,
3.1361031532287598,,15,,0.02915876731276512,,239,,,,,0.11326073855161667,,0.31562501192092896,,1.7861350774765015,,,,,
,3.2354328632354736,16,0.09960000216960907,,0.03222787007689476,249,,,,,,0.10477761924266815,,0.328125,,1.7415059804916382,,,,
,,16,,,,249,0.05447660759091377,0.2895168662071228,0.10583014041185379,1.7794362306594849,,,,,,,0.06733548641204834,0.3100000023841858,0.1186150461435318,1.7021043300628662
3.2233500480651855,,16,,0.030168576166033745,,254,,,,,0.12376248091459274,,0.31458333134651184,,1.7635692358016968,,,,,
3.3343279361724854,,17,,0.03030003421008587,,269,,,,,0.14946289360523224,,0.32499998807907104,,1.7470422983169556,,,,,
3.470966339111328,,18,,0.03357731178402901,,284,,,,,0.14620357751846313,,0.33541667461395264,,1.7213292121887207,,,,,
,3.8218259811401367,19,0.11959999799728394,,0.03390789404511452,299,,,,,,0.18018952012062073,,0.265625,,1.75588858127594,,,,
,,19,,,,299,0.09194023907184601,0.3093084990978241,0.11087041348218918,1.683409333229065,,,,,,,0.1821836531162262,0.375,0.1568678617477417,1.5838038921356201
3.6875388622283936,,19,,0.03468276187777519,,299,,,,,0.1317095011472702,,0.32083332538604736,,1.7254012823104858,,,,,
3.9793756008148193,,20,,0.036180172115564346,,314,,,,,0.18644291162490845,,0.37187498807907104,,1.6690552234649658,,,,,
4.335134029388428,,21,,0.03747119382023811,,329,,,,,0.22112460434436798,,0.3552083373069763,,1.6526764631271362,,,,,
4.7747483253479,,22,,0.03918250650167465,,344,,,,,0.25590819120407104,,0.37291666865348816,,1.5775980949401855,,,,,
,5.0,23,0.1395999938249588,,0.03789059817790985,349,,,,,,0.1761169135570526,,0.484375,,1.5189419984817505,,,,
,,23,,,,349,0.2630147933959961,0.3460771143436432,0.12142033129930496,1.5556179285049438,,,,,,,0.5321370959281921,0.4050000011920929,0.15429042279720306,1.4497108459472656
5.0,,23,,0.04185401648283005,,359,,,,,0.3032688796520233,,0.3843750059604645,,1.548586130142212,,,,,
5.0,,24,,0.043191686272621155,,374,,,,,0.3614092767238617,,0.3968749940395355,,1.531201958656311,,,,,
5.0,,25,,0.04540131986141205,,389,,,,,0.3000885844230652,,0.44062501192092896,,1.4406300783157349,,,,,
,5.0,26,0.15960000455379486,,0.049164779484272,399,,,,,,0.3472221791744232,,0.40625,,1.3560969829559326,,,,
